Aphrika	Africa
San Joaquín distritu	San Joaquín District, Peru
Chamaqa distritu	Chamaca District
Kikacha distritu	Quicacha District
Qullqimarka distritu	Colquemarca District
Tanta distritu	Tanta District
Terena simi	Terêna language
Alis distritu	Alis District
Marikawa	Brugmansia suaveolens
Haki distritu	Jaqui District
Wiraku distritu	Viraco District
Andajes distritu	Andajes District
Hatun Mayu distritu	Río Grande District, Condesuyos
Ichhupampa distritu	Ichupampa District
Iray distritu	Iray District
Qichuwalla distritu	Quechualla District
Tupi distritu	Tupe District
Chala distritu	Chala District
Qaqra distritu	Cacra District
Yanaqiwa distritu	Yanaquihua District
Maqa distritu	Maca District
Qaranya distritu	Carania District
Chuka distritu	San Antonio de Chuca District
Chuqu distritu	Choco District
Puyka distritu	Puyca District
Wamp'u distritu (Ariqipa)	Huambo District, Caylloma
Thapay distritu	Tapay District
Wampara distritu	Huampara District
K'upuraki distritu (Qusqu)	Coporaque District, Espinar
Qallalli distritu	Callalli District
Pachakamaq distritu	Pachacamac District
Ayha	Aija, Peru
Llamillin	Llamellín
Ampuq	Ambo, Peru
Uqrus	Ocros
Zorritos	Zorritos
Kawalluqucha	Caballococha
Impa	Andean catfish
San Pablo distritu (Mariscal Ramón Castilla)	San Pablo District, Mariscal Ramón Castilla
Jilawi distritu	Ilave District
Putumayu distritu	Putumayo District
San Lorenzo (Luritu)	San Lorenzo, Loreto
Kuntamana	Contamana
Quriyunka	Corongo
Ricardo Blume	Ricardo Blume
Pisqupanpa	Piscobamba
Kashapampa distritu	Cashapampa District
Quchas distritu (Lima)	Cochas District, Yauyos
Kallampa distritu	Hongos District
Samuel Pastor distritu	Samuel Pastor District
Punta Negra distritu	Punta Negra
Tawriya distritu	Tauria District
Ayawiri distritu (Lima)	Ayaviri District, Yauyos
Waynakuta distritu	Huaynacotas District
Mariscal Cáceres distritu	Mariscal Cáceres District, Camaná
Jacobo Hunter distritu	Jacobo Hunter District
Ariqipa distritu	Arequipa District
Chuqipampa distritu (Ariqipa)	Chuquibamba District, Condesuyos
Prugrisu distritu	Progreso District
Akari distritu	Acarí District
Nicolás de Piérola distritu	Nicolás de Piérola District
Pueblo Libre distritu	Pueblo Libre
Madiyan distritu	Madean District
Pichiwa distritu	Pichigua District
San Martín de Porres distritu	San Martín de Porres District
Kamana distritu	Camaná District
Saman distritu	Saman District
Qillqa distritu	Quilca District
Chiway distritu	Chivay District
Tumas distritu (Lima)	Tomas District
Ukhuña distritu	Ocoña District
Chaqlakayu distritu	Chaclacayo
Pataypampa distritu	Pataypampa District
Wari llaqta	Huari, Peru
Pumapampa	Pomabamba
San Luis llaqta	San Luis, Ancash
Atalaya	Atalaya, Ucayali
Umati	Omate
Kanta	Canta
Kusipata distritu	Cusipata District
Mullintu distritu	Mollendo District
Santiago distritu	Santiago District, Cusco
Tinta distritu	Tinta District
Qarawili distritu	Caravelí District
Uraski distritu	Mariano Nicolás Valcárcel District
Wakilla llaqta	Huaquillas
Wayllapampa distritu (Qusqu)	Huayllabamba District, Urubamba
Daule mayu	Daule River
Santa Anita distritu	Santa Anita District
Santa Rosa distritu	Santa Rosa District, Lima
San Sebastián distritu	San Sebastián District, Cusco
Arturo Cavero	Arturo "Zambo" Cavero
Wendy Sulca	Wendy Sulca
Tikira	Schinopsis haenkeana
Intiwatana	Intihuatana
Kimsa Chata (Buliwya-Chili)	Kimsa Chata (Bolivia-Chile)
Arma distritu	Arma District
Celendín	Celendín
Uyun	Oyón, Peru
Asqupi	Ascope
Quntumasa	Contumazá
Kaskas	Cascas
Tukachi	Tocache
Sumaq qhaway	Bellavista, Bellavista
Hulkan	Julcán
Lirqay	Lircay, Peru
Sapusuwa	Saposoa
Rioja (Piruw)	Rioja, Peru
Bolívar (Qispi kay)	Bolívar, Peru
Santiago Chuku	Santiago de Chuco
Pikuta	Picota
Tayapampa	Tayabamba
Yanawanka	Yanahuanca
Waytara	Huaytará
Rikina	Requena, Loreto
Kankallu	Cangallo
Ayawiri (Melgar)	Ayaviri, Melgar
Putina	Putina (town)
Chupaka	Chupaca
Jumbilla	Jumbilla
Sandia, Piruw	Sandia, Peru
Kantarawi	Candarave
Kashapampa (Piruw)	Cajabamba, Peru
Wiru llaqta	Virú
Esperanza, Ukayali	Esperanza, Ucayali
Wankasanku	Huanca Sancos
Santa María de Nieva	Santa María de Nieva
Makusani llaqta	Macusani
Jilawi (Punu)	Ilave
Salvación	Salvación
San Markus (Kashamarka)	San Marcos, Cajamarca
Andrés Bello Yachay Suntur	Andrés Bello National University
San Pablo (San Martín) distritu	San Pablo District, Bellavista
Pukara distritu (Jaén)	Pucará District, Jaén
Chuntu	Pyramid (geometry)
Llapa ruru kancha	Paradise
José Mariano Jiménez	José Mariano Jiménez
Pasaje	Pasaje
Upanu mayu	Upano River
Pachitiya mayu	Pachitea River
Shallka	La Jalca (Peru)
Johnny Albino	Johnny Albino
Arturo Corcuera	Arturo Corcuera
Misk'i wiru	Saccharum officinarum
Guadalupe distritu	Guadalupe District, Pacasmayo
San Martin mayu	San Martin River
Kashamarkilla (Lima)	Cajamarquilla
Wari (Ayakuchu)	Wari ruins
Apulu qhichwa simi	North Bolivian Quechua
Putana	Putana Volcano
Upyana qiru	Kero
Ashaninka simi	Asháninka language
Sach'a hulun	Passiflora arborea
Pastasa runa	Canelos-Quichua
Witoto simi	Witoto languages
Kachiqucha Yuraqyaku mama llaqta risirwa	Salinas and Aguada Blanca National Reservation
Qalti	Sigesbeckia orientalis
Siryono	Sirionó people
Siwi (sut'ichana)	Siwi
Jerónimo de Loayza	Jerónimo de Loayza
Kuntur walla	Cordillera del Cóndor
Amarumayu antanka pampa	Rio Amazonas Airport
Hump'i	Perspiration
Markuna	San Juan de Marcona
Tuqush	Tocosh
Maran mayu (Buliwya)	Maran Mayu
Ofelia Guilmáin	Ofelia Guilmáin
Aququcha (Pasqu)	Aququcha (Pasco)
Mut'i	Mote (food)
Piruw suyupi runa llaqtakuna	Indigenous peoples in Peru
Wisk'acha	Viscacha
Yawarkucha	Yawarkucha
El Grupo Nuevo De Omar Rodriguez-Lopez	El Grupo Nuevo de Omar Rodriguez Lopez
Ángel Clemente Rojas	Ángel Clemente Rojas
Luritu kiti	Loreto Canton
Katiguriya:Makiyasiy	Category:Volleyball
Katiguriya:Makiyasiy (Mama llaqta)	Category:Volleyball by country
Katiguriya:Makiyasiq	Category:Volleyball players
Anna Rita Del Piano	Anna Rita Del Piano
Yuraqmayu (Buliwya)	Río Blanco (Bolivia)
Parun qucha	Lake Parón
Wachuna qucha	Guachuna Lake
Istiwis wat'a	Esteves (island)
Usiyanu qucha	El Océano Lake
Wisk'acha qucha	Lake Vizcacha
Lurin mayu	Lurín River
Paqucha qucha	Lake Pacucha
Allqaqucha	Allqaqucha (Pasco)
Kiswarqucha	Kiswar Lakes
Wamanmarka	Wamanmarka, La Convención
Valencia qucha	Lake Valencia (Peru)
Chuschi	Chuschi
Baños kiti	Baños Canton
Buena Fe kiti	Buena Fé Canton
Carlos Julio Arosemena Tola kiti	Carlos Julio Arosemena Tola Canton
Ibarra kiti	Ibarra Canton
Jama kiti	Jama Canton
Mocha kiti	Mocha Canton
Mukachi kiti	Mocache Canton
Utawalu kiti	Otavalo Canton
Patate kiti	Patate Canton
Pelileo kiti	Pelileo Canton
Pillaru kiti	Píllaro Canton
Kiru kiti	Quero Canton
Sukuwa kiti	Sucúa Canton
Tisaleo kiti	Tisaleo Canton
Ventanas kiti	Ventanas Canton
Karpaqucha (Lima)	Lake Carpa
Ruriqucha rit'i urqu	Yanarahu (Asunción-Carhuaz-Yungay)
Rawra walla	Rawra mountain range
Khari Khari quchakuna	Khari Khari Lakes
Katiguriya:Buliwyapi runa llaqta	Category:Ethnic groups in Bolivia
Chakakuq	Beam (structure)
Pillkumarka distritu	Pillco Marca District
Wiruti	Javelin
Tukunari	Prochilodus nigricans
Ate k'iti	Ate District
Qucha paña	Pristobrycon striolatus
Niwa	Chusquea quila
Chiqap wayusa	Ilex guayusa
Yamango distritu	Yamango District
Martha Hildebrandt	Martha Hildebrandt
Lima Qhapaq llaqta suyu	Lima Metropolitan Area
Los Rodríguez	Los Rodríguez
Pelileo	Pelileo
Enrique Delgado Montes	Enrique Delgado Montes
Nicomedes Santa Cruz	Nicomedes Santa Cruz
Wallqan	Wallqan
José Cardona	José Cardona
Hara (shuti)	Corn nut
Yawachi	Yaguachi
De Saloon	De Saloon
Ayawanku distritu	Ayahuanco District
Wakwas distritu	Huac-Huas District
Paratiya distritu	Paratia District
Nikasyu distritu	Nicasio District
Río Grande distritu	Río Grande District, Palpa
Alto de la Alianza distritu	Alto de la Alianza District
San Miguel de El Faique distritu	San Miguel de El Faique District
Wakaña distritu	Huacaña District
Achaya distritu	Achaya District
Tibillo distritu	Tibillo District
Sondorillo distritu	Sondorillo District
Uqaña distritu	Ocaña District
Pukara distritu (Lampa)	Pucará District, Lampa
Palpa distritu	Palpa District, Peru
Lluchiwa listritu	Llochegua District
Utuqa distritu	Otoca District
Quriwaya distritu	Curibaya District
Chuqiwanka distritu	José Domingo Choquehuanca District
Llawta distritu	Llauta District
Wankanu distritu	Huancano District
Tarukachi distritu	Tarucachi District
Iti distritu	Ite District
El Carmen de la Frontera distritu	El Carmen de la Frontera District
Wila Wila distritu	Vilavila District
Saysa distritu	Saisa District
Kanchaqi distritu	Canchaque District
Ananiya distritu	Ananea District
Pachiya distritu	Pachía District
Pawqaray distritu	Santiago de Paucaray District
Siwya distritu	Sivia District
San Clemente distritu	San Clemente District
Pallqu distritu	San Pedro de Palco District
Suqus distritu	Socos District
Uchuytampu distritu	Tambillo District
Qalapuha distritu	Calapuja District
Independencia distritu (Ika)	Independencia District, Pisco
Belén distritu (Ayakuchu)	Belén District, Sucre
Asillu distritu	Asillo District
Lukana distritu	Lucanas District
Llipata distritu	Llipata District
Winchu distritu	Vinchos District
Suras distritu	Soras District
Qirupampa distritu	Querobamba District
Sitajara distritu	Sitajara District
Larqay distritu	San Pedro de Larcay District
Santa Krus distritu (Palpa pruwinsya)	Santa Cruz District, Palpa
Ayawiri distritu (Punu)	Ayaviri District, Melgar
Tikaku distritu	Ticaco District
San Huwan distritu (Lukana)	San Juan District, Lucanas
Qalana distritu	Calana District
Lalaquiz distritu	Lalaquiz District
Sondor distritu	Sondor District
Rusaspata distritu	Rosaspata District
Pischa distritu	Santiago de Pischa District
Chalqus distritu	Chalcos District
Laramati distritu	Laramate District
Santa Lusiya distritu (Punu)	Santa Lucía District, Lampa
Ika distritu	Ica District
Anta Uta distritu	Antauta District
Chupa distritu	Chupa District
P'allqa distritu (Lampa)	Palca District, Lampa
Humay distritu	Humay District
Wankani distritu	Huancané District
La Tinguiña distritu	La Tinguiña District
Murqulla distritu	Morcolla District
Qiqi distritu	San Salvador de Quije District
Santillana distritu	Santillana District
Puqullay distritu	Pocollay District
Los Aquijes distritu	Los Aquijes District
Wanwara distritu	Huanuara District
Quqata distritu	Cojata District
Iwayin listritu	Iguain District
Wat'asani distritu	Huatasani District
Jinchupalla distritu	Inchupalla District
Susapaya distritu	Susapaya District
Taraqu distritu	Taraco District
Ilawaya distritu	Ilabaya District
Asankaru distritu	Azángaro District, Azángaro
Leoncio Prado distritu (Lukana)	Leoncio Prado District, Lucanas
Pichaqani distritu	Pichacani District
Punta de Bombón distritu	Punta de Bombon District
Tampu distritu (Ayakuchu)	Tambo District, La Mar
Muhu distritu	Moho District
Anapia distritu	Anapia District
Awqara distritu	Aucara District
Killaqa distritu	Quiaca District
Tutu distritu	Totos District
Kilawani distritu	Quilahuani District
Rawakayku distritu	San Francisco de Ravacayco District
Uyulu distritu	Oyolo District
Namura distritu	Namora District
Waykawachu distritu	Santa Ana de Huaycahuacho District
Pakayqasa distritu	Pacaycasa District
Aqhuyani distritu	Ajoyani District
Santa Rusa distritu (Qullaw)	Santa Rosa District, El Collao
Deán Valdivia distritu	Deán Valdivia District
Anqu distritu (Ayakuchu)	Anco District, La Mar
Yanaq distritu	San Juan de Yanac District
Wakarpana distritu	San Pedro de Huacarpana District
Tikillaqa distritu	Tiquillaca District
Qarwanka distritu	Carhuanca District
San Huwan distritu (Kashamarka)	San Juan District, Cajamarca
Yunkuyu distritu	Yunguyo District
San Luis distritu (Kañiti)	San Luis District, Cañete
Markapampa distritu	Marcabamba District
Tinikachi distritu	Tinicachi District
Chincha Baja distritu	Chincha Baja District
Ituwata distritu	Ituata District
Hullaqa distritu	Juliaca District
Hisus distritu (Kashamarka)	Jesús District, Cajamarca
Indipindinsya distritu (Ayakuchu)	Independencia District, Vilcas Huamán
Hatuntampu distritu	Tambo Grande District
Wayrapata distritu	Huayrapata District
Para distritu	Paras District
Grocio Prado distritu	Grocio Prado District
La Arena distritu	La Arena District
Allqaminka distritu	Alcamenca District
Ayapata distritu	Ayapata District
Platiriya distritu	Plateria District
Kamilaqa distritu	Camilaca District
Amantani distritu	Amantaní District
Chawin distritu	Chavín District
San Husiy distritu	San José District, Azángaro
San José de los Molinos distritu	San José de los Molinos District
Putina distritu	Putina District
Punu distritu	Puno District
Limpani distritu	Limbani District
Qupani distritu	Copani District
Warmaka distritu	Huarmaca District
Quspan distritu	Cospán District
Qarminqa distritu	Carmen Alto District
Tilali distritu	Tilali District
San Juan Quri distritu	San Juan del Oro District
Putuni distritu	Potoni District
Kuyu Kuyu distritu	Cuyocuyo District
Axura distritu	Acora District
Qayara distritu	Cayara District
Jesús Nazareno distritu	Jesús Nazareno District
San Antonio distritu (Punu)	San Antonio District, Puno
Quturapi distritu	Cuturapi District
Santiago Pupuha distritu	Santiago de Pupuja District
Kupi distritu	Cupi District
Musuqllaqta distritu (Chincha)	Pueblo Nuevo District, Chincha
Chiyara distritu (Ayakuchu)	Chiara District, Huamanga
Sunampi distritu	Sunampe District
Willkawaman distritu	Vilcas Huamán District
Muñani distritu	Muñani District
Sanku distritu (Lukana)	Sancos District, Lucanas
Patampuku distritu	Patambuco District
Tallan distritu	El Tallán District
Huchusuma distritu	Desaguadero District
Hanan Chincha distritu	Chincha Alta District
Unikachi distritu	Unicachi District
Ciudad Nueva distritu	Ciudad Nueva District
Antamarka distritu (Ayakuchu)	Carmen Salcedo District
Ururillu distritu	Orurillo District
Chunki distritu	Chungui District
Qurani distritu	Corani District
Maqari distritu	Macari District
Phara distritu	Phara District
Chillka distritu (Ayakuchu)	Chilcas District
Cura Mori distritu	Cura Mori District
Uqru distritu	Ocros District, Huamanga
Tiqllas distritu	San José de Ticllas District
Kunsipsyun distritu (Ayakuchu)	Concepción District, Vilcas Huamán
Lampa distritu	Lampa District, Lampa
Anisu distritu	Coronel Castañeda District
Kunturiri distritu	Conduriri District
Apunqu distritu	Apongo District
Pawsa distritu	Pausa District
Willk'i distritu	Vilque District
Llalli distritu	Llalli District
Sanku distritu (Wankasanku)	Sancos District, Huanca Sancos
Piwra distritu	Piura District
Usikayus distritu	Usicayos District
Anta distritu (Qusqu)	Anta District, Anta
Yauca del Rosario distritu	Yauca del Rosario District
Tupaq Amaru Inka distritu	Tupac Amaru Inca District
Kayrani distritu	Cairani District
Subtanjalla distritu	Subtanjalla District
Santiago (Ika) distritu	Santiago District, Ica
Changuillo distritu	Changuillo District
Sandia distritu	Sandia District
Ullaraya distritu	Ollaraya District
Qawana distritu (Lukana)	Cabana District, Lucanas
Sara Sara distritu	Sara Sara District
Quwasa distritu	Coasa District
Santa Rusa distritu (Melgar)	Santa Rosa District, Melgar
Pilkuyu distritu	Pilcuyo District
Nuñuwa distritu	Nuñoa District
Inclán distritu	Inclán District
Sawrama distritu	Saurama District
San Kristuwal distritu (Lukana)	San Cristóbal District, Lucanas
Lampa distritu (Ayakuchu suyu)	Lampa District, Paucar del Sara Sara
Upawachu distritu	Upahuacho District
Qhawanillas distritu	Cabanillas District
San Gabán distritu	San Gaban District
Kukachakra distritu	Cocachacra District
Hanan Inampari distritu	Alto Inambari District
María Parado de Bellido distritu	María Parado de Bellido District
Uswa distritu	San José de Ushua District
Pullu distritu	Pullo District
Pawqarqulla distritu	Paucarcolla District
Chulli distritu	Juli District
Mejía distritu	Mejía District
Yanawaya distritu	Yanahuaya District
Qullqa distritu (Ayakuchu)	Colca District, Victor Fajardo
Surit'i distritu	Zurite District
Santa Rusa distritu (Ayakuchu)	Santa Rosa District, La Mar
Ullachiya distritu	Ollachea District
Ayna distritu	Ayna District
Santa Rosa distritu (Chiklayu)	Santa Rosa District, Chiclayo
San Antun distritu	San Antón District
Wayna Willk'i distritu	Vilque Chico District
Llaqanura distritu	Llacanora District
Qura Qura distritu	Coracora District
Kulta distritu	Colta District
Wischunku distritu	Vischongo District
Makusani distritu	Macusani District
Lukanamarka distritu	Santiago de Lucanamarca District
Aquqru distritu	Acocro District
Islay distritu	Islay District
Umachiri distritu	Umachiri District
Chawiña distritu	Chaviña District
Mañasu distritu	Mañazo District
Tirapata distritu	Tirapata District
Parcona distritu	Parcona District
Kankallu distritu	Cangallo District
P'isaq Uma distritu	Pisacoma District
Santa Rusa distritu (Kunsipsyun)	Santa Rosa de Ocopa District
Aqumarka distritu	Accomarca District
San Juan Bautista distritu	San Juan Bautista District, Ica
Qarapu distritu	Carapo District
Tarata distritu	Tarata District
Waqullani distritu	Huacullani District
Chukuwitu distritu	Chucuito District
Allpapampa distritu	San Javier de Alpabamba District
Sipita distritu	Zepita District
Pachakutiq distritu	Pachacutec District
Kinwa distritu	Quinua District
San Huwan Salinas distritu	San Juan de Salinas District
Tati distritu	Tate District
Aqus Winchu distritu	Acos Vinchos District
Yanatili distritu	Yanatile District
Chullpa	Chullpa
Pararka distritu	Pararca District
Krusiru distritu	Crucero District
Wankapampa distritu (Piwra)	Huancabamba District, Huancabamba
Pukyu distritu	Puquio District
Luis Carranza distritu	Luis Carranza District
Samugari distritu	Samugari District
El Carmen distritu	El Carmen District, Chincha
San Pidru distritu (Lukana)	San Pedro District, Lucanas
Q'illuyu distritu	Kelluyo District
Matara distritu	Matará District
Ocucaje distritu	Ocucaje District
Qapasu distritu	Capazo District
Chitilla distritu	Chetilla District
Quwata distritu	Coata District
Chukatamani distritu	Chucatamani District
Hatunqulla distritu	Atuncolla District
Istiki distritu	Estique District
Castilla distritu	Castilla District
Saksamarka distritu	Sacsamarca District
Q'asa distritu	Encañada District
Qaraqutu distritu	Caracoto District
K'aminaqa distritu	Caminaca District
Qunima distritu	Conima District
Chuschi distritu	Chuschi District
Kurkulla distritu	Corculla District
Qalaqhuya distritu	San Cristóbal District, Mariscal Nieto
Pakapawsa distritu	Pacapausa District
Pueblo Nuevo distritu	Pueblo Nuevo District, Ica
Coronel Gregorio Albarracãn Lanchipa distritu	Coronel Gregorio Albarracín Lanchipa District
Wampalpa distritu	Huambalpa District
Istiki-Pampa distritu	Estique-Pampa District
Puyusqa distritu	Puyusca District
Ayrampuni distritu	Pedro Vilca Apaza District
Santa Lusiya distritu (Lukana)	Santa Lucía District, Lucanas
Qapachiqa distritu	Capachica District
Chipaw distritu	Chipao District
César Atawallpa Rodríguez	César Atahualpa Rodríguez
San Juan Bautista distritu (Ayakuchu)	San Juan Bautista District, Huamanga
San Pedro Putina Punku distritu	San Pedro de Putina Punco District
José Faustino Sánchez Carrión	José Faustino Sánchez Carrión
El Ingenio distritu	El Ingenio District
Qillqapunku distritu	Quilcapuncu District
Wankaraylla distritu	Huancaraylla District
Wankapi distritu	Huancapi District
Waya distritu	Huaya District
Utaw distritu	San Mateo de Otao District
Roberto Córdova	Roberto Córdova
Micaela Bastidas	Micaela Bastidas Puyucahua
Jesús Vásquez	Jesús Vásquez
Sina distritu	Sina District
Kanarya distritu	Canaria District
Maray	Batan (stone)
Askipata distritu	Asquipata District
Francisco de Zela	Francisco Antonio De Zela
Wamankikya distritu	Huamanquiquia District
Cayetano Heredia	Cayetano Heredia
Luis Antonio Eguiguren	Luis A. Eguiguren
Unyun distritu (Piwra)	La Unión District, Piura
Pata-pata	Anden
Luma distritu	Las Lomas District
Santu Tumas distritu (Chumpiwillka)	Santo Tomás District, Chumbivilcas
Sajama siq'ikuna	Sajama Lines
Llamerada	Llamerada
Iñuku wisnu	Atomic mass
Federico Villarreal	Federico Villarreal
Chiquinquirá Pallan	Our Lady of the Rosary of Chiquinquirá
Sarumilla mayu	Zarumilla River
Kachiqucha (Ariqipa)	Lake Salinas
José Gil de Castro	José Gil de Castro
María Lupita García	Maria Guadalupe Garcia Zavala
Melchor de Talamantes	Melchor de Talamantes
Pamparahu	Qupa
Pukarahu	Pukarahu (Huaylas)
Waymiyi simi	Guaymí language
Plantilla:Cita	Template:Quote
Katiguriya:Alimanyayuq	Category:German people
Katiguriya:Hukllachasqa Amirika Suyukunayuq	Category:American people
Katiguriya:Ransiyayuq	Category:French people
Plantilla:QhapaqChunkana	Template:Chess diagram
Katiguriya:Simi kapchiy (Alimanya)	Category:German-language literature
Katiguriya:Italyayuq	Category:Italian people
Katiguriya:Mayu (Iwrupa)	Category:Rivers of Europe
Katiguriya:Taripay amachaq (Hukllachasqa Amirika Suyukuna)	Category:American lawyers
Katiguriya:Urqu (Iwrupa)	Category:Mountains of Europe
Katiguriya:Piluta hayt'aq (Alimanya)	Category:German footballers
Katiguriya:Llimphiq (Alimanya)	Category:German painters
Pukahirka	Pukahirka
Pukaranra	Pukaranra
Yuraq ramran	Alnus acuminata
Kitarahu	Kitarahu
Atakami kiti	Atacames Canton
Muysni kiti	Muisne Canton
Wallunarahu	Wallunarahu
Sara Qucha	Saraqucha
Katiguriya:Mama llaqta	Category:Countries
Katiguriya:Musiku	Category:Economics
Wikipidiya:Kamachiq	Wikipedia:Administrators
Katiguriya:Chilipi runa llaqta	Category:Ethnic groups in Chile
Katiguriya:Ikwadurpi runa llaqta	Category:Ethnic groups in Ecuador
Katiguriya:Runa llaqta	Category:Ethnic groups
Katiguriya:Pruphisyun	Category:Occupations
Katiguriya:Riqsisqa runa	Category:People by occupation
Katiguriya:Piruwpi runa llaqta	Category:Ethnic groups in Peru
Katiguriya:Butanika	Category:Botany
Katiguriya:Kurku yachay	Category:Anatomy
Katiguriya:Hampi yachay	Category:Medicine
Katiguriya:Kawpay	Category:Politics
Katiguriya:Yachachiy	Category:Education
Katiguriya:Kapchiy	Category:Arts
Antikuna ruwli	Quercus humboldtii
Urqu rup'u	Malva parviflora
Wampisa runa	Huambisa people
Pachakuti Indihina Rikch'arimuy	Pachakuti Indigenous Movement
Panathinaikos FC	Panathinaikos F.C.
Ihiptu	Egypt
Hatun chimpansi	Common chimpanzee
Qhusi qucha	Laguna Celeste
Asnaq qucha (Urin Lipis)	Laguna Hedionda (Sud Lípez)
Inka Wasi (Ayakuchu)	Inka Wasi, Ayacucho
Katiguriya:2013	Category:2013
Hatun ñukch'u	Salvia sagittata
Puruma mayu (Chuqichaka)	Puruma River
Turuncha mayu	Turuncha River
Katiguriya:Pulitiku (Unriya)	Category:Hungarian politicians
Plantilla:Bot	Template:Bot
Qullpa	Saltpeter (disambiguation)
Pinocchio (kuyuchisqa siq'isqa)	Pinocchio (1940 film)
Pumawaka distritu	Pomahuaca District
Kanatá	Canada
Katiguriya:Unriya	Category:Hungary
Katiguriya:Bilhika	Category:Belgium
Katiguriya:Chiksuyu	Category:Czech Republic
Katiguriya:Dansuyu	Category:Denmark
Katiguriya:Istunya	Category:Estonia
Katiguriya:Phinsuyu	Category:Finland
Katiguriya:Grisya	Category:Greece
Katiguriya:Litunya	Category:Latvia
Katiguriya:Islandya	Category:Iceland
Katiguriya:Luksimbur	Category:Luxembourg
Katiguriya:Lituwa	Category:Lithuania
Katiguriya:Malta	Category:Malta
Katiguriya:Suysya	Category:Sweden
Katiguriya:Isluwakya	Category:Slovakia
Wikipedia:Ruraqpa hayñin	Wikipedia:Copyrights
Phuyupatamarka	Puyupatamarca
Pumaq sach'a-sach'a willkachasqa ñawpa suyu	Pómac Forest Historical Sanctuary
Katiguriya:Wikipidiya:Kusa qillqa	Category:Featured articles
Wikipidiya:Wikipidiyamanta	Wikipedia:About
Mariano Iberico	Mariano Iberico Rodríguez
Katiguriya:Chaqllisinchi yachaq	Category:Chemists
Tarawasi	Tarawasi
Christofer Gonzales	Christofer Gonzáles
Uchkus Inkañan	Uchkus Inkañan
Huwanhuy distritu	Juanjui District
Pedro Moncayo kiti	Pedro Moncayo Canton
Marisol Espinoza	Marisol Espinoza
Punku p'anqa: Yachay	Portal:Science
Katiguriya:Mama llaqta (Iwrupa)	Category:Countries in Europe
Katiguriya:Iwrupa	Category:Europe
Chhulla	Frost
Plantilla:Plantillata llamk'achiy	Template:Documentation
Yantzaza kiti	Yantzaza Canton
Wikipidiya:Ayllupaq p'anqa	Wikipedia:Community portal
Katiguriya:Babel	Category:Wikipedians by language
Wikipidiya:Pichqantin tiksi tunu	Wikipedia:Five pillars
Wikipidiya:Mana hukllap qhawariyninlla	Wikipedia:Neutral point of view
Abel Salinas	Abel Salinas
Abuta	Abuta
Achupallas kitilli	Achupallas Parish
Aqu distritu (Kunsipsyun)	Aco District, Concepción
Aqupampilla distritu	Acobambilla District
Aqulla distritu	Acolla District
Aqrakiya distritu	Acraquia District
Warawara Qucha (Quchapampa)	Warawara Lake (Cochabamba)
Sung Jae-ki	Sung Jae-gi
Agallpampa distritu	Agallpampa District
Yuraq Yaku distritu	Agua Blanca District
Aguas Verdes distritu	Aguas Verdes District
Q'ipi	Awayu
Awaq distritu	Ahuac District
Awaycha distritu	Ahuaycha District
Alalay qucha	Alalay Lake
Alawsi kitilli	Alausí Parish
Alberto Leveau distritu	Alberto Leveau District
Alberto Moreno	Alberto Moreno (footballer)
Alberto Olmedo	Alberto Olmedo
Alejandro Deústua	Alejandro Deustua
Alejandro Heredia	Alejandro Heredia
Alejandro Romualdo	Alejandro Romualdo
Alfonso Ugarte	Alfonso Ugarte
Jujan	Alfredo Baquerizo Moreno (town)
Alfredo Salazar	Alfredo Salazar Southwell
Allpawayu-Mishana mama llaqta risirwa	Allpahuayo-Mishana National Reserve
Alonso de Alvarado distritu	Alonso de Alvarado District
Alto Biavo distritu	Alto Biavo District
Hanan Nanay distritu	Alto Nanay District
Alto Sapusuwa distritu	Alto Saposoa District
Hanan Turani	Alto Toroni
Hanan Tapichi distritu	Alto Tapiche District
Lima amanqay	Ismene amancaes
Amanqay	Amancay
Amarakaeri ayllu llaqta risirwa	Amarakaeri Communal Reserve
Ataqu	Amaranthus quitensis
Hatuntaki	Atuntaqui
Ishpinku	Amburana cearensis
Antisana kawsaykuska amachasqa allpa	Antisana Ecological Reserve
Güeppí risirwa suyu	Güeppí Reserved Zone
Illinisa kawsaykuska amachasqa allpa	Illinizas Ecological Reserve
Kayampi Kuka kawsaykuska amachasqa allpa	Cayambe Coca Ecological Reserve
Kalikali waska	Celtis iguanaea
Uchuy kawallu chupa	Equisetum bogotense
Kutakachi Kayapas kawsaykuska amachasqa allpa	Cotacachi Cayapas Ecological Reserve
Pimampiru	Pimampiro
Palap'anqa qara k'aspi	Unonopsis magnifolia
Pululawa risirwa	Pululahua Geobotanical Reserve
Waytasapa krus k'aspi	Brownea grandiceps
Amutapi distritu	Amotape District
Ampay mamallaqta willkachasqa	Ampay National Sanctuary
Yuraq tani	Hypochaeris sonchoides
Anchunqa distritu	Anchonga District
Anqu distritu (Wankawillka)	Anco District, Churcampa
Antapampa distritu (Wankawillka)	Andabamba District, Acobamba
Antapampa distritu (Kashamarka)	Andabamba District, Santa Cruz
Antamarka distritu (Hunin)	Andamarca District
Anduwa distritu	Andoas District
Andrea Palma	Andrea Palma (actress)
Anguía distritu	Anguía District
Anta distritu (Wankawillka)	Anta District, Acobamba
Ansaltu kantun	Anzaldo Canton
Chupan distritu	Aparicio Pomares District
Apata distritu	Apata District
Apulupampa sallqa pacha suyu	Apolobamba Integrated Management Natural Area
Arajuno	Arajuno
