ئافرىقا	Africa
سېرىق قاشتېشى	Topaz
بىھارى تىلى	Bihari languages
Teynen shehiri	Tainan
ۋىتامىنE	Vitamin E
سۇلتان توغرۇلبەگ	Tughril
Xéngyang shehiri	Hengyang
مالاي ئېيىقى	Sun bear
زامان گېزىتى	Zaman (newspaper)
مانجۇ مىللىتى	Manchu people
تېرەك	Populus tremula
ھېيدېلبېرگ ئۇنىۋېرستېتى	Heidelberg University
سۇلايمان دېمىرەل	Süleyman Demirel
ۋەيران بولۇش	Bankruptcy
ج.ۋىللارد گىببس	Josiah Willard Gibbs
پۇت بارمىقى	Toe
نىغدە ۋىلايىتى	Niğde Province
ئوتتۇرا ئاناتولىيە رايونى	Central Anatolia Region
قارا دېڭىز رايونى	Black Sea Region
شەرقىي ئاناتولىيە رايونى	Eastern Anatolia Region
يەر ئوتتۇرا دېڭىزى رايونى	Mediterranean Region, Turkey
ئېگېي رايونى	Aegean Region
مارمارا رايونى	Marmara Region
شەرقىي جەنۇبىي ئاناتولىيە رايونى	Southeastern Anatolia Region
لېيدېن ئۇنىۋېرستېتى	Leiden University
مېڭە ئاستى بېزى	Pituitary gland
تۈر:سىياسىي جۇغراپىيە	Geopolitics
مۇرادئۈچ	Murad III
ئىدىنبۇرگ ئۇنىۋېرستېتى	University of Edinburgh
فارابى	Al-Farabi
كۆك قۇتان	Purple heron
گەۋدە	Torso
ياپونىيىلىك	Japanese people
پامىر ئېگىزلىكى	Pamir Mountains
تولۇق كۇرس	Bachelor's degree
تۆش بېزى	Thymus
دۆڭچە مېڭىنىڭ ئاستى	Hypothalamus
ئېلېكتر سىغىمى	Capacitance
يېشىل تاش	Malachite
سولچى	Left-wing politics
چاناق قەلئە ئۇرۇشى	Gallipoli Campaign
بىريۇزا(ياقۇت)	Turquoise
ئەخمەت نەدجەت سەزەر	Ahmet Necdet Sezer
ۋيېنا ئۇنىۋېرسىتېتى	University of Vienna
توشقانسىمان سۈلەيسۈن	Pallas's cat
ئافيون قاراھىسار	Afyonkarahisar
ئوتتۇرا بارماق	Middle finger
ئەبۇ مۇسا جابىر بىن ھەييام	Jābir ibn Hayyān
ئوشۇق	Ankle
ئادىياما	Adıyaman
تاغ ئۆچكىسى	Alpine ibex
پەنجاب	Punjab region
شىيا سۇلالىسى	Xia dynasty
باشكەنت ئۇنىۋېرستېتى	Başkent University
جىنەن شەھىرى	Jinan
يول بەلگىسى	Traffic sign
چىڭداۋ شەھىرى	Qingdao
كالسېدونىيە	Chalcedony
ئاسىيا تېنچ ئوكيان ئىقتىسادىي ھەمكارلىق تەشكىلاتى	Asia-Pacific Economic Cooperation
Glutséstér	Gloucester
قەشقەر شەھرى	Kashgar
ئىلام ۋىلايىتى	Ilam Province
نەنچاڭ شەھىرى	Nanchang
بېشىكتاش گىمناستىكا كۇلۇبى	Beşiktaş J.K.
تۈرك لىراسى	Turkish lira
ئۆچكە	Capra (genus)
بورمودىلى	Bohr model
ھەزىم يولى	Esophagus
چاڭشا شەھىر	Changsha
ئۆكچە	Heel
كېكىردەك	Pharynx
ئۇيغقاشتېشى	Jade
ۋىتامىن D	Vitamin D
قۇتۇبى ناھىيىسى	Hutubi County
2010 دۇنيا لوڭقىسى	2010 FIFA World Cup
نەسىرىدىن ئەپەندى	Nasreddin
سۇلايمانىيە جامىى	Süleymaniye Mosque
كاۋاپ	Kebab
Wéstminstér Shehiri	City of Westminster
نەننىڭ شەھىرى	Nanning
Durham	Durham, England
تۇرغۇت ئۆزال	Turgut Özal
ﮔﺎﮔﺎﯞﯗﺯ	Gagauz people
بادام بەز	Tonsil
مۇھەممەد خاتەمى	Mohammad Khatami
تورونتو ئۇنىۋېرستېتى	University of Toronto
ساردونىكس	Onyx
تروچكىزم	Trotskyism
ياڭ جىننىڭ	Chen-Ning Yang
Gawshyung	Kaohsiung
بىرىكمە ماتېرىيال	Composite material
مېڭە غولى	Brainstem
تاموژنا	Customs
كۈنمىڭ شەھىرى	Kunming
ۋىتامىنB	B vitamins
ئىسمەت ئىنۆنۈ	İsmet İnönü
مارگارېت ئاتۋود	Margaret Atwood
خۇيزۇ مىللىتى	Hui people
لەنجۇ شەھىرى	Lanzhou
Halva	Halva
لى جىڭداۋ	Tsung-Dao Lee
ماگىستىر	Master's degree
كۆرسەتكۈچ بارماق	Index finger
ئوتتۇرا مېڭە	Midbrain
ئۇپسالا ئۇنىۋېرستېتى	Uppsala University
Multan	Multan
خېفېي شەھىر	Hefei
ھىيلە	Wrist
ئىپار مۈشۈك ئائىلىسى	Viverridae
ئارقار	Argali
كوپېنھاگېن ئۇنىۋېرستېتى	University of Copenhagen
قارساق	Corsac fox
لوياڭ شەھىرى	Luoyang
زئەكئى مئۈرئەن	Zeki Müren
كۇئېنلۇن تاغ تىزمىسى	Kunlun Mountains
تىبەت مىللىتى	Tibetan people
لوندون ئىمپېرىيە ئىنستېتۇت	Imperial College London
يىلىك	Medulla oblongata
گۇيلىن شەھىرى	Guilin
گېئوتىت	Goethite
Xeyko shehir	Haikou
مولتىمىتىر	Multimeter
مەركىزىي مىللەتلەر ئۇنىۋېرسىتېتى	Minzu University of China
چىپار بۇغا	Sika deer
بەل	Limb (anatomy)
يۇگوسلاۋىيە پادىشاھلىقى	Kingdom of Yugoslavia
ئېۋېنكى مىللىتى	Evenks
راھىبە	Nun
سېرىق ياۋا مۈشۈك	Asian golden cat
گۇيياڭ شەھىرى	Guiyang
نامسىز بارماق	Ring finger
لىمبىك سىستېما	Limbic system
تۇرپان	Turpan
ئىلى دەرياسى	Ili River
مېڭە كۆۋرۈكى	Pons
دەريا بۇغىسى	Water deer
ﺑﺎﻟﻘﺎﺭ ﻣﯩﻠﻠﯩﺘﻰ	Balkars
ﻧﻮﻏﺎﻱ ﻣﯩﻠﻠﯩﺘﻰ	Nogais
كالا گۆشى	Beef
گلاسگوۋ ئۇنىۋېرستېتى	University of Glasgow
توخارلار	Tocharians
ئابادە	Abadeh
ئىستانبۇل ئۇنىۋېرسىتېتى	Istanbul University
Tuwa	Tuvans
بۇرما مۈڭگۈزلۈك بۆكەن	Takin
ئېلېكترون قەۋەت	Electron shell
مۇھەررىر	Editing
مىكروسكوپ	Microscope
كېمىنىڭ يان تىرەكلىرى	Rib
جاڭ خىڭ	Zhang Heng
جاڭ چيەن	Zhang Qian
موڭغۇلكۈرە ناھىيىسى	Zhaosu County
Juko shehiri	Zhoukou
جۇگىلىياڭ	Zhuge Liang
زىبو شەھىرى	Zibo
ۋىتامىن C	Vitamin C
سۇلتان ئالىپ ئارىسلان	Alp Arslan
گوللاندىيىلىكلەر	Dutch people
مەن، ماشىنا ئادەم (كىنو)	I, Robot (film)
جۇڭخۇا خەلق جۇمھۇرىيىتىنىڭ ئاساسىي قانۇنى	Constitution of the People's Republic of China
قاشتېشى	Jasper
تگرین اعظم	Tigranes the Great
كۆكمۇچ	Capsicum
چۆل مۈشۈكى	Chinese mountain cat
جۇڭگو شىنخۇا ئاگېنتلىقى	Xinhua News Agency
Lankastér	Lancaster, Lancashire
لىجياڭ شەھىرى	Lijiang
چىچىخار شەھىرى	Qiqihar
گەبزە	Gebze
ئەلنى ئىدارە قىلىشقا پايدىلىق ئومۇمىي ئۆرنەكلەر	Zizhi Tongjian
ئۇزۇن قۇيرۇق بۇغا	Père David's deer
سېرىق تەنلىكلەر	Mongoloid
Keyféng shehiri	Kaifeng
پارىژ ئۇنىۋېرسىتىتى	University of Paris
مياۋزۇ مىللىتى	Miao people
بېيخەي شەھىرى	Beihai
يەنتەي شەھىرى	Yantai
ﻗﯘﻣﯩﻖ	Kumyks
يىنچۈئەن شەھىرى	Yinchuan
سەئىد قۇتوب	Sayyid Qutb
ئېيقسىمان ئىپار مۈشۈك	Binturong
ئامستېردام ئۇنىۋېرستېتى	University of Amsterdam
دۇڭزۇ مىللىتى	Dong people
تارىم ئويمانلىقى	Tarim Basin
بۈيۈك ئويۇن	The Great Game
لازۇرىت	Lapis lazuli
قاراماي يۇقىر سۇرئەتلىك يولى	Karakoram Highway
داغۇر مىللىتى	Daur people
ساكاريا دەرياسى	Sakarya River
ﺭﺍﺩﯨﺸﺸﯧﯟ	Alexander Radishchev
ئوۋتېز	Joyce Carol Oates
مۇدەنجياڭ شەھىرى	Mudanjiang
ناشى مىللىتى	Nakhi people
ۋاشىنگتون ئۇنىۋېرستېتى	University of Washington
زونگۇلداق ۋىلايىتى	Zonguldak Province
سېرىق بوغۇز بولغۇن	Yellow-throated marten
شىزاڭ ياۋا ئېشىكى	Kiang
بىرمىنگام ئۇنىۋېرستېتى	University of Birmingham
چىمەلتەك	Little finger
بىلەك	Forearm
ماتېرىيال ئىلمى	Materials science
ھەنبەلىي مەزھىبى	Hanafi
سەي لۇن	Cai Lun
قوڭۇر بۇغا	Sambar deer
مىچىگان ئۇنىۋېرستېتى	University of Michigan
ئىرۇسالىمغا قايتىش ھەركىتى	Back to Jerusalem movement
ﺋﺎﻗﺴﺎﻱ ﭼﯩﻦ	Aksai Chin
مانچېستېر ئۇنىۋېرستېتى	University of Manchester
ئىككىنچى مەشرۇتىيەت	Second Constitutional Era
تارپان	Tarpan
امينة ساندال	Emina Jahović
ئاق تەنلىكلەر	White people
تارىم دەرياسى	Tarim River
مىننېسوتا ئۇنىۋېرستېتى	University of Minnesota
فۇكاڭ شەھىرى	Fukang
ئورخان پامۇك	Orhan Pamuk
ئەرتۇغرۇل غازى	Ertuğrul
ﻗﺎﺭﺍ ﭼﺎﻱ ﻣﯩﻠﻠﯩﺘﻰ	Karachays
نەجمەتتىن ئەرباقان	Necmettin Erbakan
ﺋﺎﻟﺘﺎﻱ مىللىتى	Altai people
Teyjong shehiri	Taichung
ﻛﺎﺷﻜﺎﻱ	Qashqai people
مىللەتچى ھەركەت پارتىيىسى	Nationalist Movement Party
ھەيبەلى ئارىلى	Heybeliada
ﭼﯘﯞﺍﺵ ﻣﯩﻠﻠﯩﺘﻰ	Chuvash people
گيېموسخۇس بۇغىسى	Water chevrotain
ئىسپارتا ۋىلايىتى	Isparta Province
قوڭۇر يىلپىز	Neofelis
چىقچىق	Little crake
سېرىق ئاغمىخان	Siberian weasel
شىزاڭ بۆكىن	Tibetan antelope
چانقىرى ۋىلايىتى	Çankırı Province
چورۇم ۋىلايىتى	Çorum Province
ئىران ئەزەربەيجان	Azerbaijan (Iran)
تۈركىيە بۈيۈك مىللەت مەجلىسى	Grand National Assembly of Turkey
بەيزۇ مىللىتى	Bai people
ﻗﺎﺭﺍ ﻗﺎﻟﭙﺎﻕ ﻣﯩﻠﻠﯩﺘﻰ	Karakalpaks
ئوسمانىيە ۋىلايىتى	Osmaniye Province
تۇرپان ئويمانلىغى	Turpan Depression
1.خاتىرەمدىكى ئامېرىكا	ABC News
Putbol	Football (disambiguation)
رابىيە قادىر	Rebiya Kadeer
سەزەن ئاقسۇ	Sezen Aksu
جاندان ارچتین	Candan Erçetin
ۋەن مارۋىجىك	Bert van Marwijk
Hidayet Türkoghli	Hedo Türkoğlu
داچىڭ شەھىر	Daqing
ئۆزگۈ نامال	Özgü Namal
لىزۇ مىللىتى	Li people
سۇلتان مەلىك شاھ	Malik-Shah I
مەھمەت ئەلىي تالات	Mehmet Ali Talat
ئابدۇراخمان جامى	Jami
مېلبۇرن ئۇنىۋېرستېتى	University of Melbourne
Dünxuang Shehiri	Dunhuang
لوپنۇر	Lop Nur
Senya shehiri	Sanya
Dostum	Abdul Rashid Dostum
ئەكمەلىتتىن ئىھسان ئوغلۇ	Ekmeleddin İhsanoğlu
مۇستاپا ساندال	Mustafa Sandal
تاغ بورسۇقى	Chinese ferret-badger
ئۈرۈمچى ناھىيىسى	Ürümqi County
سالار مىللىتى	Salar people
كيوتو ئۇنىۋېرستېتى	Kyoto University
بادام؛بادام؛بادام	Amygdala
ئىستانبۇل تېخنىكا ئۇنىۋېرسىتېتى	Istanbul Technical University
ئىزمىر ۋىلايىتى	İzmir Province
ئاد قەۋمى	ʿĀd
بۇغدىيەك	Adam's apple
بېڭبۇ شەھەرى	Bengbu
خۇەينەن شەھىرى	Huainan
مائەنشەن شەھىرى	Ma'anshan
ئەنچىڭ شەھىرى	Anqing
ياۋزۇ مىللىتى	Yao people
كرىستىن دەلفى	Christine Delphy
ئەرزۇرۇم ۋىلايىتى	Erzurum Province
روبوتلار ۋە ئىمپىرىيە	Robots and Empire
يۇنۇس ئەمرە	Yunus Emre
بىلگە قاغان	Bilge Khagan
باتۇر تەڭرىقۇت	Modu Chanyu
پرژىۋالسكى بۆكىنى	Przewalski's gazelle
ئەپراسىياپ	Afrasiab
يېڭى تاڭنامە	New Book of Tang
سۇلتان بەكيارۇق	Barkiyaruq
شانلى ئۇرفا ۋىلايىتى	Şanlıurfa Province
شهرزاد	Şehrazat
ترابزون ۋىلايىتى	Trabzon Province
كىليوس	Kilyos
برىتانى كولۇمبىيە ئۇنىۋېرستېتى	University of British Columbia
Metta bayan qilghan xush xewer	Gospel of Matthew
ئەلبورز ۋىلايىتى	Alborz Province
خوجا ئەھمەد يەسەۋى	Khoja Akhmet Yassawi
Tekshi choqqiliq tagh shehiri	Pingdingshan
شىنشياڭ شەھىرى	Xinxiang
Nenyang shehiri	Nanyang, Henan
Shinyang shehiri	Xinyang
ئەفەسلىكلەرگە يېزىلغان خەت	Epistle to the Ephesians
زەمچە	Potassium alum
ﺋﯩﻜﻜﯩﻨﭽﻰ ﻗﯩﺘﯩﻤﻠﯩﻖ ﯬﭘﻴﯘﻥ ﯰﺭﯗﺷﻰ	Second Opium War
ئاقچى ناھىيىسى	Akqi County
بۇغا	Cerf
ئاقسۇ ۋىلايىتى	Aksu Prefecture
ئاقسۇ شەھىرى	Aksu, Xinjiang
ئاقسۇ دەرياسى	Aksu River (Xinjiang)
تېتراپىررول	Tetrapyrrole
ئاقتو ناھىيىسى	Akto County
ميەنياڭ شەھىرى	Mianyang
ھلا رەڭ	Pink
نەۋشەھەر ۋىلايىتى	Nevşehir Province
نازارې	Nazareth
سۇماترا بۆكىنى	Sumatran serow
راۋاپ	Rawap
دۈزجە ۋىلايىتى	Düzce Province
ئالتاي شەھىرى	Altay City
سۈبھىدىكى روبوتلار	The Robots of Dawn
قۇندۇز ئۇرۇقدىشى	Lutra
مەلىكە ئاماننىساخان	Amannisa Khan
بەشىكتاش	Beşiktaş
برىستول ئۇنىۋېرستېتى	University of Bristol
ئاق بوغۇز بۆكەن	Goitered gazelle
يىزۇ مىللىتى	Yi people
روزا ھېيت	Eid al-Fitr
كۆكمەت	Bharal
شېڭ شىسەي	Sheng Shicai
بۈلەنت ئەرسوي	Bülent Ersoy
يالىڭاچ قۇياش	The Naked Sun
نوتتىڭخام ئۇنىۋېرستېتى	University of Nottingham
تايلاندلىقلار	Thai people
تۈركىيە جۇمھۇريىتى باش مىنىستىرى	List of Prime Ministers of Turkey
نەمەنگان ۋىلايىتى	Namangan Region
ھانى مىللىتى	Hani people
پولات قەلئەلەر	The Caves of Steel
گىرەسۇن ۋىلايىتى	Giresun Province
گۈمۈشخانە ۋىلايىتى	Gümüşhane Province
سىئىرت ۋىلايىتى	Siirt Province
قاھرامان ماراش ۋىلايىتى	Kahramanmaraş Province
ئومۇرتقا	Vertebral column
قارامان ۋىلايىتى	Karaman Province
سامسۇن ۋىلايىتى	Samsun Province
ئۆزبېك مىللىتى	Uzbeks
ئەسكىشەھەر ۋىلايىتى	Eskişehir Province
بايبۇرت ۋىلايىتى	Bayburt Province
ئۇشاق ۋىلايىتى	Uşak Province
يالوۋا ۋىلايىتى	Yalova Province
ئەلازىغ ۋىلايىتى	Elazığ Province
سىۋاس ۋىلايىتى	Sivas Province
غازى ئانتەپ ۋىلايىتى	Gaziantep Province
قارابۈك ۋىلايىتى	Karabük Province
ئەرزىنجان ۋىلايىتى	Erzincan Province
ئوردۇ ۋىلايىتى	Ordu Province
كاستامونۇ ۋىلايىتى	Kastamonu Province
توقات ۋىلايىتى	Tokat Province
نورۇز بايرىمى	Nowruz
كايسەرى ۋىلايىتى	Kayseri Province
رىزە ۋىلايىتى	Rize Province
تاجىك مىللىتى	Tajik people
مۇھەممەد ئىقبال	Muhammad Iqbal
پارسلار	Persian people
قاراقالپاقىستان	Karakalpakstan
قىرىققالە ۋىلايىتى	Kırıkkale Province
قىرغىز مىللىتى	Kyrgyz people
شاڭخەي ھەمكارلىق تەشكىلاتى	Shanghai Cooperation Organisation
تۈركىيە دەرىجىدىن تاشقىرى ئايلانمىسى	Süper Lig
تاركان	Tarkan (singer)
ﻳﺎﻗﯘﺕ ﻣﯩﻠﻠﯩﺘﻰ	Yakuts
فەرغانە ئويمانلىقى	Fergana Valley
فەرغانە	Fergana
Kanzas Shehiri, Kanzas	Kansas City, Kansas
پەرغانە ۋىلايىتى	Fergana Region
بۇخارا ۋىلايىتى	Bukhara Region
ئەنجان ۋىلايىتى	Andijan Region
سەمەرقەنت ۋىلايىتى	Samarqand Region
سۇرخاندەريا ۋىلايىتى	Surxondaryo Region
چاغاتاي خان	Chagatai Khan
سىردەريا ۋىلايىتى	Sirdaryo Region
سىدنېي ئۇنىۋېرستېتى	University of Sydney
خارەزىم ۋىلايىتى	Xorazm Region
نەۋايى ۋىلايىتى	Navoiy Region
قاشقادەريا ۋىلايىتى	Qashqadaryo Region
تاشكەنت ۋىلايىتى	Tashkent Region
ئانا ۋەتەن پارتىيىسى	Motherland Party (Turkey)
جىزاق ۋىلايىتى	Jizzakh Region
ئاۋكلاند ئۇنىۋېرستېتى	University of Auckland
قاراخانىيلار خانلىقى	Kara-Khanid Khanate
چىپار بۆكەن	Himalayan goral
ئوغۇزلار	Oghuz Turks
كۆمۈرچەك	Cartilage
ئەلشىر ناۋائى	Ali-Shir Nava'i
جەنۋە ئۇنىۋېرستېتى	University of Geneva
قىزىل تاغ	Flaming Mountains
تارىم توشقىنى	Yarkand hare
Openoffice	OpenOffice.org
قۇربان ھېيت	Eid al-Adha
تىمساھ	Alligator
ئىستانبۇل ۋىلايىتى	Istanbul Province
Kökxot shehiri	Hohhot
بەزگە مۇناسىۋەتلىك	Adenoid
ياقۇب بەگ	Yaqub Beg
يەكەن دەرياسى	Yarkand River
مەھمۇد قەشقىرى	Mahmud al-Kashgari
باۋتۇ شەھىر	Baotou
ھېنرىخ ھېينى مۇكاپاتى	Heinrich Heine Prize
كۈنەس ناھىيىسى	Künes County
سوغدى يېزىقى	Sogdian alphabet
كىنالى ئارىلى	Kınalıada
رومبىسىمان كرىستال كاتەكچىسى	Trigonal crystal system
تۇجيا مىللىتى	Tujia people
توقسۇن ناھىيىسى	Toksun County
تېھران ۋىلايىتى	Tehran Province
تۆش	Thorax
موناش ئۇنىۋېرستېتى	Monash University
كىچىك مونتياك	Hairy-fronted muntjac
ئۇلترا ئۆتكۈزگۈچ	Superconductor classification
بوکان	Bukan
رېگان ئىقتىسادشۇناسلىقى	Reaganomics
ئۆركەش دۆلەت	Wu'erkaixi
ئۇلۇغچات ناھىيىسى	Ulugqat County
دۇلۇڭ مىللىتى	Derung people
تۇنجەلى ۋىلايىتى	Tunceli Province
ئارال شەھرى	Aral, Xinjiang
خوتەن دەرياسى	Hotan River
چىپار يۈز قوڭغارچا	Masked palm civet
ئارا تۈرۈك ناھىيىسى	Yiwu County
مۇز تاغ ئاتا	Muztagh Ata
قابا ناھىيىسى	Habahe County
ئالبېرتا ئۇنىۋېرستېتى	University of Alberta
قوي گۆشى	Lamb and mutton
چەرچەن ناھىيىسى	Qiemo County
تارباغاتاي ۋىلايىتى	Tacheng Prefecture
قوڭۇر تاغ	Kongur Tagh
خەينە بۇغىسى	Eld's deer
شىرناق ۋىلايىتى	Şırnak Province
چۆچەك شەھىرى	Tacheng
قالقانسىمان يان بەز	Parathyroid gland
قۇمۇل شەھىرى	Hami City
ئوساكا ئۇنىۋېرستېتى	Osaka University
ﺗﻮﻓﺎ ﻣﯩﻠﻠﯩﺘﻰ	Tofalar
قاراماي شەھىرى	Karamay
ئاتۇش شەھىرى	Artux
ئارىشاڭ ناھىيىسى	Wenquan County
بۇيى مىللىت	Bouyei people
سۈلەيسۈن	Lynx
سەدەف ئارىلى	Sedef Island
تارماشىرىن	Tarmashirin
نان	Naan
سېرىق مۇنتجاك بۇغىسى	Reeves's muntjac
دۇنيا ئۇيغۇر قۇرۇلتىيى	World Uyghur Congress
بۆرەك ئۈستى بېزى	Adrenal gland
لىمفا ئىشلەپچىقىرىدىغان	Lymphatic system
يانپاش	Pelvis
ISO 639-1	ISO 639-1
چوسون مىللىتى	Koreans in China
تەيۋەن بۆكىنى	Taiwan serow
جاڭ چۈنشيەن	Zhang Chunxian
ۋاڭ لېچۈەن	Wang Lequan
ISO 639-2	ISO 639-2
يۇڭ تاجلىق بۇغا	Tufted deer
ھىمالايا چۇپۇرلۇق قويى	Himalayan tahr
ئاق تۇمشۇق بۇغا	Thorold's deer
ئۇرال - ئالتاي تىللىرى سېستىمىسى	Ural–Altaic languages
جەم يىلماز	Cem Yılmaz
تيېرى مېيىسسان	Thierry Meyssan
شېزۇ مىللىتى	She people
قەشقەر ۋىلايىتى	Kashgar Prefecture
نەي	Ney
تىن تىننىڭ سەرگۈزەشتىلىرى	The Adventures of Tintin
يوپۇرغا ناھىيىسى	Yopurga County
دۇڭشياڭ مىللىتى	Dongxiangs
XMCD	X-ray magnetic circular dichroism
لاخۇ مىللىتى	Lahu people
بازا	Foundation (Isaac Asimov novel)
قارىقۇيرۇق	Mongolian gazelle
چوڭ ئىپار مۈشۈك	Large Indian civet
مەكىت ناھىيىسى	Makit County
ئۈرۈمچى دىۋوپۇ خەلقئارا ئايروپورتى	Ürümqi Diwopu International Airport
ئالتاي ۋىلايىتى	Altay Prefecture
نەگۈبەئى	Negübei
ۋۇجياچۈ شەھىرى	Wujiaqu
ئاۋات ناھىيىسى	Awat County
ئايدىڭكۆل	Ayding Lake
بابۇر	Babur
جەرەنبۇلاق رايونى	Baijiantan District
باركۆل قازاق ئاپتونوم ناھىيىسى	Barköl Kazakh Autonomous County
باي ناھىيىس	Baicheng County
بايىنغولىن موڭغۇل ئاپتونوم ئوبلاستى	Bayingolin Mongol Autonomous Prefecture
بونان مىللىتى	Bonans
قارا تەنلىكلەر	Black people
ئورخۇن ئۇيغۇر خانلىقى	Uyghur Khaganate
بورىس ۋاسىلىيىۋ	Boris Vasilyev (writer)
كورلا شەھىرى	Korla
بازا ۋە ئىمپىرىيە	Foundation and Empire
دەيزۇ مىللىتى	Dai people
مېنبا مىللىتى	Monpa people
شەرقىي تۈركىستان	East Turkestan
چياڭزۇ مىللىتى	Qiang people
ۋازۇ مىللىتى	Wa people
5-ئىيۇل ۋەقەسى	July 2009 Ürümqi riots
تاجىسىمان يۇرەك قان تومۇر كېسىلى	Coronary artery disease
ISO 639-3	ISO 639-3
شىمالىي ئامېرىكىلىق	Americans
ئىلى قازاق ئاپتونوم ۋىلايىتى	Ili Kazakh Autonomous Prefecture
قىز مۇنارى	Maiden's Tower
شىخەنزە شەھىرى	Shihezi
دوكتور ئاسپرانتى	Doctorate
ئاچاڭ مىللىتى	Achang people
تۇزۇ مىللىتى	Monguor people
ئېگىز تاغ بۆكىنى	Goa (antelope)
ئىككىنچى بازا	Second Foundation
لوبا مىللىتى	Lhoba people
يەكەن ناھىيىسى	Yarkant County
لىسۇ مىللىتى	Lisu people
QQ	Tencent QQ
تېڭشۈن شىركىتى	Tencent
قىزىلسۇ قىرغىز ئاپتونوم ئوبلاستى	Kizilsu Kirghiz Autonomous Prefecture
بىلكەنت ئۇنىۋېستېتى	Bilkent University
كۋېنسلاند ئۇنىۋېرستېتى	University of Queensland
غۇلجا شەھىرى	Yining City
نۇزۇ مىللىتى	Nu people
مۇلاۋ مىللىتى	Mulao people
تۇرپان ۋىلايىتى	Turpan Prefecture
Néwkastl Undérlim	Newcastle-under-Lyme
تۇڭگان مىللىتى	Dungan people
بورتالا موڭغۇل ئاپتونوم ئوبلاستى	Bortala Mongol Autonomous Prefecture
ﺷﻮﺭ ﻣﯩﻠﻠﯩﺘﻰ	Shors
پۇمى مىللىتى	Pumi people
قئارئاهوجئا	Gaochang
布朗族	Blang people
باغراش ناھىيىسى	Bagrax County
بورتالا شەھىرى	Bole, Xinjiang
جىمىسار ناھىيىسى	Jimsar County
تاشقۇرقان تاجىك ئاپتونوم ناھىيىسى	Tashkurgan Tajik Autonomous County
روبوت چاتما رومانى	Robot series (Asimov)
قىزىل بۆكەن	Red goral
ياردەم:ياردەم	Help:Contents
خوتەن ناھىيىسى	Hotan County
لوپ ناھىيىسى	Lop County
بازىنىڭ چېتى	Foundation's Edge
پارىژ ساھىلى	Paris-Plages
يۈسۈپ خاس ھاجىپ	Yusuf Khass Hajib
مەھمەت شىمشەك	Mehmet Şimşek
ئورقۇ رايونى	Urho District
تاشقۇرغان	Tashkurgan Town
شىنجاڭ ئۇنىۋېرستېتى	Xinjiang University
چوڭ تەخسە توخۇ قورۇمىسى	Dapanji
ئىپارخان	Fragrant Concubine
لاتىن ھەرپلىرى ئاساسىدىكى ئۇيغۇر يېڭى يېزىقى	Uyghur Latin alphabet
لۇتپۇللا مۇتەللىپ	Lutpulla Mutellip
شەرقى تۈركىستان جۇمھۇرىيىتى	First East Turkestan Republic
تۇمشۇق شەھىرى	Tumxuk
بۈيۈك ئارال	Büyükada
خوتەن ۋىلايىتى	Hotan Prefecture
قۇمۇل ۋىلايىتى	Hami Prefecture
سانجى خۇيزۇ ئاپتونوم ئوبلاستى	Changji Hui Autonomous Prefecture
كۈيتۇن شەھىرى	Kuytun
سانجى شەھىرى	Changji
چاپچال شىبە ئاپتونوم يېزىسى	Qapqal Xibe Autonomous County
فارس ۋىلايىتى	Fars Province
بۇرگاز ئارىلى	Burgazada
بۇرچىن ناھىيىسى	Burqin County
بۇرۇلتوقاي ناھىيىسى	Fuhai County
بۈيۈك بىرلىك پارتىيىسى	Great Union Party
يېڭىسار ناھىيىسى	Yengisar County
ۋۇسۇ شەھىرى	Wusu
دۆربىلجىن ناھىيىسى	Dörbiljin County
پوسكام ناھىيىسى	Poskam County
گۇچۇڭ ناھىيىسى	Qitai County
قورغاس ناھىيىسى	Huocheng County
يەنجى خۇيزۇ ئاپتونوم ناھىيىسى	Yanqi Hui Autonomous County
لوپنۇر ناھىيىسى	Yuli County
كوكتوقاي ناھىيىسى	Fuyun County
قوبۇقسار موڭغۇل ئاپتونوم ناھىيىسى	Hoboksar Mongol Autonomous County
قەشقەر كونا شەھەر ناھىيىسى	Shufu County
ساۋەن ناھىيىسى	Shawan County
قاغىلىق ناھىيىسى	Kargilik County
خېجىڭ ناھىيىسى	Hejing County
چاغانتوقاي ناھىيىسى	Yumin County
پىچان ناھىيىسى	Piqan County
كۇچار ناھىيىسى	Kuqa County
مايتاغ رايونى	Dushanzi District
چاقىلىق ناھىيىسى	Ruoqiang County
بۈگۈر ناھىيىسى	Luntai County
قەشقەر يېڭىشەھەر ناھىيىسى	Shule County
شايار ناھىيىسى	Xayar County
مارالبېشى ناھىيىسى	Maralbexi County
ماناس ناھىيىسى	Manas County
ئونسۇ ناھىيىسى	Wensu County
چىڭگىل ناھىيىسى	Qinggil County
پەيزاۋات ناھىيىسى	Peyziwat County
مورى قازاق ئاپتونوم ناھىيىسى	Mori Kazakh Autonomous County
تولى ناھىيىسى	Toli County
خوشۇت ناھىيىسى	Hoxud County
يېڭىشەھەر رايونى	Xinshi District, Ürümqi
تۇدۇڭخابا رايونى	Toutunhe District
تەڭرىتاغ رايونى	Tianshan District
داۋانچىڭ رايونى	Dabancheng District
گۇما ناھىيىسى	Pishan County
سايباغ رايونى	Saybagh District
ئاشقازان	Stomach
يەسۇن تۆمۇرخان	Yesun Temur (Chagatai Khanate)
چاڭشى	Changshi
ئېلىك	Capreolus
شىبە مىللىتى	Xibe people
