Afrika	Africa
Hoverla	Hoverla
Brainstorm	Brainstorm (Latvian band)
Azijos istorija	History of Asia
Monoplanas	Monoplane
Pinigų rinka	Money market
IRIX	IRIX
Brūkšnelis (diakritinis ženklas)	Macron
Karo aviacija	Military aviation
Darbo teismas	Employment Tribunal
The Singles Collection	The Singles Collection (Britney Spears album)
Sia Ju	Yu the Great
Kolonas (Panama)	Colón, Panama
If You Want Blood You've Got It	If You Want Blood You've Got It
45 (skaičius)	45 (number)
Veso	Ouésso
Ga (tauta)	Ga-Adangbe people
Ispanijos futbolo varžybos 1931–1932 m.	1931–32 La Liga
Mis Pasaulis 1998	Miss World 1998
Šunų paroda	Conformation show
Kavali	Cavalla River
Kiršlys	Grayling (species)
Skirtumų skaičiavimo mašina	Difference engine
Argentinos ginkluotosios pajėgos	Armed Forces of the Argentine Republic
Juodkalnijos istorija	History of Montenegro
Stadion Rote Erde	Stadion Rote Erde
Darbo kodeksas	Labour code
Abisininė gvereca	Mantled guereza
Interplay Entertainment	Interplay Entertainment
Rakšastalio ežeras	Lake Rakshastal
Apeigos	Rite
Ozorkuvas	Ozorków
Pranešimas	Message
Blakutės	Jumping plant louse
Breslauja	Braslaw
Papua Naujosios Gvinėjos himnas	O Arise, All You Sons
Termė	Therma
Karvių paradas	CowParade
Darbo vieta	Workplace
Durpyninė našlaitė	Viola palustris
Darbo našumas	Workforce productivity
Prejakuliatas	Pre-ejaculate
Puckas	Puck, Poland
Once	Once (Nightwish album)
Darbo teisė	Labour law
Lepšė	Leccinum scabrum
Tonis Montana	Tony Montana
Gyvūninės kilmės produktai	Animal product
Argentinos Deputatų Rūmai	Argentine Chamber of Deputies
Čižev Ruš Viešas	Czyżew Ruś-Wieś
Darbo paieška	Job hunting
Božidar Maljković	Božidar Maljković
Baltieji gėrimai	Baijiu
Direct Connect	Direct Connect (protocol)
ACF Olimpia 1921 Satu Mare	FC Olimpia Satu Mare
Prioritetų eilė	Priority queue
Home Farm FC	Home Farm F.C.
FC Blauw-Wit Amsterdam	Blauw-Wit Amsterdam
Sturšenas	Storsjön
Dobrin Dužai	Dobryń Duży
Morn Trua Pitono nacionalinis parkas	Morne Trois Pitons National Park
FK Považská Bystrica	FK Raven Považská Bystrica
UEFA taurė 2002–2003 m.	2002–03 UEFA Cup
Bonaparto kiras	Bonaparte's gull
Hesichazmas	Hesychasm
Albanijos futbolo varžybos 1988–1989 m.	1988–89 Albanian Superliga
Medieval II: Total War	Medieval II: Total War
Švelniagalvinės	Alepocephalidae
2011 m. CONCACAF Aukso taurė	2011 CONCACAF Gold Cup
Kipro futbolo varžybos 1949–1950 m.	1949–50 Cypriot First Division
Uogrė (upė)	Ogre (river)
Leonidas Kučma	Leonid Kuchma
Vinžu Marė	Vânju Mare
Folklando sąsiauris	Falkland Sound
Selbridžas	Celbridge
Sankošas	Sankosh River
1951 m. pasaulio šachmatų čempionatas	World Chess Championship 1951
Karpotoji beždžionvarlė	Phyllomedusa sauvagii
The Open Door	The Open Door
Dvirema	Bireme
Afrikos Sąjungos vėliava	Flag of the African Union
Angolos futbolo lyga	Girabola
Dado Topić	Dado Topić
Vormsis	Vormsi
SC Campomaiorense	S.C. Campomaiorense
Latvijos futbolo federacija	Latvian Football Federation
Čikagos automobilių paroda	Chicago Auto Show
Bulgarijos futbolo sąjunga	Bulgarian Football Union
Makedonijos futbolo federacija	Football Federation of Macedonia
COROT-7b	COROT-7b
Pilkasis riešutmedis	Juglans cinerea
2005 m. Pasaulio lengvosios atletikos čempionatas	2005 World Championships in Athletics
Smailapilvis grambuoliukas	Valgus hemipterus
Lietuvos Aukščiausiasis Teismas	Supreme Court of Lithuania
Bucaspor	Bucaspor
Plautė	Pulmonaria
Talino oro uostas	Tallinn Airport
Prancūziškas vynas	French wine
Nara (upė)	Nara River
Portugalijos civilinis kodeksas	Portuguese Civil Code
Muztag Ata	Muztagh Ata
Gelsvažalis storgalvis	Hesperia comma
Palau Sant Jordi	Palau Sant Jordi
Arbrotas	Arbroath
Katna	Qatna
Makalis	Macal River
Pendžikentas	Panjakent
Buta Rankilis	Buta Ranquil
Kyzylžar FK	FC Kyzylzhar
Vestermarko efektas	Westermarck effect
Bespalvės brotulės	Aphyonidae
Boltenhagenas	Boltenhagen
Lejahas	Layyah
Eerste Nederlandse Systematisch Ingerichte Encyclopaedie	Eerste Nederlandse Systematisch Ingerichte Encyclopaedie
LESTO	Lithuanian Electricity Distribution Network Operator
Bulgarijos futbolo varžybos 1951 m.	1951 A PFG
Migvašos nacionalinis parkas	Miguasha National Park
Kalulušio apskritis	Kalulushi District
Kolonija (Japas)	Colonia, Yap
Švedų tvanas	Deluge (history)
Vidinė varža	Output impedance
Nogajų Orda	Nogai Horde
Špicrutenas	Running the gauntlet
Arabika (kalnai)	Arabika Massif
Sahos jonizacijos formulė	Saha ionization equation
Algirdas Šocikas	Algirdas Šocikas
Borisas Bazarovas	Boris Bazarov
Gyvūnų keršystė	Piebald
Numizmatika	Numismatics
Galaktikos halas	Galactic halo
Vašingtono konferencija (1941)	Arcadia Conference
Koribantai	Korybantes
Teratologija	Teratology
Ąžuolinė kepena	Fistulina hepatica
Akailo sala	Achill Island
Arcana	Arcana (Swedish band)
Kambodžos himnas	Nokor Reach
Tychas (Mėnulio krateris)	Tycho (crater)
Arcanum: Of Steamworks and Magick Obscura	Arcanum: Of Steamworks and Magick Obscura
Iterbiu	Ytterby
Fedčenkos ledynas	Fedchenko Glacier
Kalmaro karas	Kalmar War
Raštuotasis žabiras	Painted stork
Dirvinė pelė	Striped field mouse
TRIZ	TRIZ
Voyager (interneto naršyklė)	Voyager (web browser)
ATR-Maskvos karas (1654–1667)	Russo-Polish War (1654–67)
Rumunijos futbolo federacija	Romanian Football Federation
Fatu Hiva	Fatu Hiva
Gzira	Gżira
Violetinis limoniskas	Violet click beetle
Sporto psichologija	Sport psychology
InterRail	InterRail
Archeoraptorius	Archaeoraptor
Gana (hinduizmas)	Gana
Naktinės raganos	Night Witches
Risas	Riss
Džungarijos vartai	Dzungarian Gate
Sidi Ifnis	Sidi Ifni
Bamas (ežeras)	Lake Bam
Scars on Broadway	Scars on Broadway
Niulakita	Niulakita
Vaitupu	Vaitupu
Malpigijiniai	Malpighiaceae
Šiaurės Amerikos kakomiclis	Ring-tailed cat
Majaguesas	Mayagüez, Puerto Rico
Chevrolet Cavalier	Chevrolet Cavalier
Vandenmatės	Hydrometridae
Aleksejus Bestuževas-Riuminas	Alexey Bestuzhev-Ryumin
Georgijus Špaginas	Georgy Shpagin
Europos aplinkos agentūra	European Environment Agency
Nakhonratčasima	Nakhon Ratchasima
Command & Conquer 3: Tiberium Wars	Command & Conquer 3: Tiberium Wars
Albanijos futbolo varžybos 1964–1965 m.	1964–65 Albanian Superliga
Gruzija vaikų Eurovizijos dainų konkurse	Georgia in the Junior Eurovision Song Contest
Dezertyravimas	Desertion
Balta žuvis	Whitefish (fisheries term)
Kokosų vanduo	Coconut water
Astenija	Weakness
Verstokas	Werstok
Jobbik	Jobbik
Žaidimo kasetė	ROM cartridge
Lopanė	Lopan River
Carlos Fermín Fitzcarrald provincija	Carlos Fermín Fitzcarrald Province
Tiesioginio pavaldumo regionas	Districts of Republican Subordination
Fengšanas	Fongshan District
Aitrusis pušynbaravykis	Tylopilus felleus
Sakiras	Sakhir
Chatlono provincija	Khatlon Region
1981 m. Dakaro ralis	1981 Paris–Dakar Rally
FC Lugano	FC Lugano
Turnas	Turnus
Saragosos universitetas	University of Zaragoza
Trumpakuodžiai ragasnapiai	Anorrhinus
Bebaimis	Fearless (2006 film)
Regedas	Rheged
Budzenas	Buzen, Fukuoka
Vaisių ir uogų vynas	Fruit wine
Pilypas IV	Philip IV
Žaliasis rugiasprakšis	Selatosomus aeneus
Hormozgano provincija	Hormozgan Province
Montesuma (Kosta Rika)	Montezuma, Costa Rica
Oveno Stenlio kalnai	Owen Stanley Range
Pulos Jurajaus Dobrilos universitetas	Juraj Dobrila University of Pula
Arvas	Arve
Kolonija Višnicė	Kolonia Wisznice
Patosas	Pathos
Mažasis rudasis satyras	Lasiommata petropolitana
Čigasakis	Chigasaki, Kanagawa
1999 m. Copa América	1999 Copa América
Nakaomė	Nacaome
Kameoka	Kameoka, Kyoto
Konvis	Conwy
Zažečanai	Zarzeczany
Omano himnas	As-Salam as-Sultani
Archigram	Archigram
The Hoosiers	The Hoosiers
Šimbori Andžejovienta	Szymbory-Andrzejowięta
Mandinga	Mandinga (band)
Sidabrapilviai ešeriai	Ponyfish
Nauru vyrų futbolo rinktinė	Nauru national soccer team
Vyriausiasis įgaliotinis užsienio reikalams ir saugumo politikai	High Representative of the Union for Foreign Affairs and Security Policy
2008 m. pasaulio šachmatų čempionatas	World Chess Championship 2008
Psichopompas	Psychopomp
Rumunijos futbolo supertaurė	Supercupa României
Užilės Alatau	Trans-Ili Alatau
Šimonijikavos apskritis	Shimoniikawa District, Toyama
Smokingas (filmas)	The Tuxedo
Talvaras	Talwar
Netikrieji gružliai	Pseudogobio
Kenema	Kenema
OFK Botev Vraca	POFC Botev Vratsa
Komorų salos	Comoro Islands
Alodas	Allod
Mars Observer	Mars Observer
Lietuvos centro partija	Lithuanian Centre Party
Žieviniai amarai	Lachninae
GD Estoril-Praia	G.D. Estoril Praia
Tommy Hilfiger (kompanija)	Tommy Hilfiger Corporation
Command & Conquer 4	Command & Conquer 4: Tiberian Twilight
Prevalitana	Praevalitana
Breaking Point	Breaking Point (band)
Cikadiniai	Cicadomorpha
Kaštoniniai	Hippocastanaceae
Mikalojus Abrahamovičius	Mikołaj Abramowicz
Saurimas	Saurimo
Kanonų teisės sąvadas	Corpus Juris Canonici
Ondživa	Ondjiva
Maltos futbolo varžybos 1997–1998 m.	1997–98 Maltese Premier League
Trakija (Romos provincija)	Thracia
Europos Didysis teleskopas	European Extremely Large Telescope
Anglijos futbolo varžybos 1890–1891 m.	1890–91 Football League
Hominidai	Hominidae
Kersusas	Caersws
Afadžato kalnas	Mount Afadja
Troškulys	Polydipsia
Densu	Densu River
Poznanės provincija	Province of Posen
Valjehermosas	Vallehermoso, Santa Cruz de Tenerife
Mikladaluras	Mikladalur
Nacionalinis Bukit Džalilo stadionas	Bukit Jalil National Stadium
Masina	Massina Empire
Vezuvijaus nacionalinis parkas	Vesuvius National Park
Call Me When You're Sober	Call Me When You're Sober
Paprastoji strėliukė	Lestes sponsa
Vindzorinė kėdė	Windsor chair
Šmiarovas	Śmiarowo
Armani	Armani
Snotra	Snotra
Surinamas (upė)	Suriname River
Plūduriuojančioji plūstis	Salvinia natans
Lietuvos ginkluotosios pajėgos	Lithuanian Armed Forces
FC Dacia Chişinău	FC Dacia Chișinău
Lyngby BK	Lyngby Boldklub
UE Sant Julià	UE Sant Julià
Lolland-Falster Alliancen	Nykøbing FC
Trispalvis astras	Tripolium pannonicum
Pats baisiausias filmas 3	Scary Movie 3
Laktašai	Laktaši
Šveicarijos muzikos topai	Swiss Hitparade
Šieras	Chiers
Yokosuka MXY-7 Ohka	Yokosuka MXY7 Ohka
Europa Universalis III	Europa Universalis III
Eksperimentinė archeologija	Experimental archaeology
Liuftvafės struktūra Antrojo pasaulinio karo metais	Organization of the Luftwaffe (1933–45)
Rėjus	Rey, Iran
Jungtinių Valstijų generalinis atornėjus	United States Attorney General
Mufulira	Mufulira
Gears of War	Gears of War
Borovė	Borowe, Podlaskie Voivodeship
Alleyne Francique	Alleyne Francique
Helmond Sport	Helmond Sport
FC Espanya de Barcelona	FC Espanya de Barcelona
Hippomane mancinella	Manchineel
Archeogenetika	Archaeogenetics
Pilkaskruostis mangabas	Grey-cheeked mangabey
Amplua	Stock character
Korno Grandė	Corno Grande
Oibino kalnas	Oybin (hill)
Vokietijos futbolo varžybos 1903–1904 m.	1904 German football championship
Greitkelis S8 (Lenkija)	Expressway S8 (Poland)
Siera Nevada de Merida	Sierra Nevada de Mérida
Jokūbas Bernardas Šernas	Jacques Sernas
Aleksandro sarkofagas	Alexander Sarcophagus
Peru užkariavimas	Spanish conquest of the Inca Empire
Banderia Prutenorum	Banderia Prutenorum
Kazys Škirpa	Kazys Škirpa
Beikeris (Čilės upė)	Baker River (Chile)
Licinijai	Licinia (gens)
Peugeot 401	Peugeot 401
Gyvatadatė	Straightnose pipefish
Tukumas	Tukums
Vengrijos futbolo varžybos 1954–1955 m.	1954 Nemzeti Bajnokság I
Stambulo archeologijos muziejus	Istanbul Archaeology Museums
Jean Philippe	Jean Philippe
Sloja	Słoja
Auksinis kompasas (filmas)	The Golden Compass (film)
Little Britain	Little Britain
Nazilis	Nazilli
Giminė (reikšmės)	Genus (disambiguation)
Varantas	Warrant (finance)
José Benito de Churriguera	José Benito de Churriguera
Svesa	Svesa
Italijos futbolo varžybos 1950–1951 m.	1950–51 Serie A
Kobra (filmas)	Cobra (1986 film)
Vaška	Vashka River
Poveržlė	Washer (hardware)
Klodzko apskritis	Kłodzko County
Taškuotasis žvaigždinas	Astrophytum myriostigma
1962 m. JAV orlaivių žymenų sistema	1962 United States Tri-Service aircraft designation system
Turkų kalbos abėcėlė	Turkish alphabet
Jungtinių Valstijų gyventojų surašymo biuras	United States Census Bureau
Lazard	Lazard
Hearts of Soul	Hearts of Soul
Čumphonas	Chumphon
La Gvachiros dykuma	La Guajira Desert
ND Gorica	ND Gorica
Aukštoji gegūnė	Dactylorhiza fuchsii
Laukiai	Coot
Montego Bėjus	Montego Bay
Prancūzijos futbolo varžybos 1945–1946 m.	1945–46 French Division 1
Šledziai	Śledzie, Podlaskie Voivodeship
Bahreino tarptautinis oro uostas	Bahrain International Airport
Kastuvžuvinės	Ephippidae
Total Request Live	Total Request Live
Nendrinukės	Acrocephalus (bird)
Pieno pramonė	Dairy
ATSC	Advanced Television Systems Committee standards
Garantuotas abipusis sunaikinimas	Mutual assured destruction
Vevelsburgas	Wewelsburg
Sent Lusijos vyrų futbolo rinktinė	Saint Lucia national football team
Tylioji kalva	Silent Hill (film)
Gajuvka (Palenkės vaivadija)	Gajówka, Podlaskie Voivodeship
2009 m. CONCACAF Aukso taurė	2009 CONCACAF Gold Cup
Paludamentas	Paludamentum
Laibavabaliai	Oedemeridae
Lagas	Chip log
Širvanas	Shirvan
Olympia stadionas	Olympia (Helsingborg)
Sudėtinis klausimas	Loaded question
ZIL	ZiL
Seišelių vyrų futbolo rinktinė	Seychelles national football team
Ugandinis kiškis	Bunyoro rabbit
Raudonuodegė juodoji kakadu	Red-tailed black cockatoo
Briaunotasis ragijus	Rhagium inquisitor
Neiva	Neiva, Huila
Rotenfiureris	Rottenführer
Strømsgodset IF	Strømsgodset IF
Rakis (gėrimas)	Rakı
Hranicės	Hranice (Přerov District)
Dinaminė sistema	Dynamical system
Fedora (skrybėlė)	Fedora
Priežastis gyventi, priežastis mirti	A Reason to Live, a Reason to Die
Chicago Spire	Chicago Spire
Mother's Milk	Mother's Milk
Taurijos Chersonesas	Chersonesus
Kovda	Kovda River
Šimojas	Chimoio
Vavelio katedra	Wawel Cathedral
Ardalanas	Ardalan
Helė (mitologija)	Helle (mythology)
Kraslava	Krāslava
TM-XML	TM-XML
Daumantas (Ldk)	Daumantas of Lithuania
Programų kūrimo gyvavimo ciklo modelis	Software development
Butvydas	Butvydas
Butigeidis	Butigeidis
Traidenis	Traidenis
Bešaras	Béchar
Kazachstano futbolo varžybos 2006 m.	2006 Kazakhstan Premier League
Atlanto pogrupis (NBA)	Atlantic Division (NBA)
Obrenovičiai	Obrenović dynasty
Dave Abbruzzese	Dave Abbruzzese
Tikrosios rupūžės	Bufo
CF Brăila	CF Brăila
Geltonieji Vandenys	Zhovti Vody
Pietų Kasajus	South Kasai
FCM Bacău	FCM Bacău
Tarptautinis Jūrų Teisės Tribunolas	International Tribunal for the Law of the Sea
Bagdado geležinkelis	Baghdad Railway
Bodiamo pilis	Bodiam Castle
Mendzyžečas	Międzyrzecz
Pasaulio treko čempionatas	UCI Track Cycling World Championships
Pandas (Urugvajus)	Pando, Uruguay
Avizo ordinas	Order of Aviz
Pudučeris (miestas)	Pondicherry
Pitono kalnai	Pitons
Lagūnų regionas	Lagunes
Isčigualastas	Ischigualasto Provincial Park
Juosvoji ūmėdė	Russula nigricans
Tennis Borussia Berlin	Tennis Borussia Berlin
Švendriavabaliai	Noteridae
Falčionas	Falchion
Dahlako salynas	Dahlak Archipelago
Muzikantas	Musician
Banfora	Banfora
Islandijos futbolo varžybos 2001 m.	2001 Úrvalsdeild
Beisbolo kepuraitė	Baseball cap
Polonizacija	Polonization
BK Häcken	BK Häcken
Uturunku	Uturunku
Krimlio krioklys	Krimml Waterfalls
Jungtinių Valstijų Kabinetas	Cabinet of the United States
Ardo Hansson	Ardo Hansson
Niurbos ulusas	Nyurbinsky District
Tatos ulusas	Tattinsky District
Ardonas (upė)	Ardon River
Migdonija	Mygdonia
Istrija	Istria
Vigoda (Hainuvkos apskritis)	Wygoda, Hajnówka County
United Center	United Center
Žigansko ulusas	Zhigansky District
Ardukoba	Ardoukoba
Keoma	Keoma (film)
Stadio Friuli	Stadio Friuli
Bakongai	Kongo people
Variai	Ruffed lemur
Čado regionai	Regions of Chad
Lyginamoji mitologija	Comparative mythology
Skivi Malė	Skiwy Małe
Kartūzai (miestas)	Kartuzy
Municipijus (Rumunija)	Municipiu
Aliakmonas	Haliacmon
Štumas	Sztum
Rotmistras	Rittmeister
Austrijos futbolo varžybos 1948–1949 m.	1948–49 Austrian football championship
Are You Gonna Go My Way	Are You Gonna Go My Way
Jan Porcellis	Jan Porcellis
9253 Oberth	9253 Oberth
Severianai	Severians
Abejonė (filmas)	Doubt (2008 film)
Myslibužas	Myślibórz
Taukžuvė	Rock gunnel
Vda	Wda
Kempnas	Kępno
Ministrų kabinetas	Cabinet (government)
Karas (kortų žaidimas)	War (card game)
Amžinoji ugnis	Eternal flame
Austrijos futbolo varžybos 2010–2011 m.	2010–11 Austrian Football Bundesliga
Aresibas	Arecibo, Puerto Rico
Ilizis	Illizi
Hollis Price	Hollis Price
Maniučio tvenkinys	Manyuchi Dam
Mušavė	Mushawe
Mr. Bad Guy	Mr. Bad Guy
Giniel de Villiers	Giniel de Villiers
Panterinis vėžlys	Leopard tortoise
Mvenezis	Mwenezi River
MK	Mk
Magdeburgo vandens tiltas	Magdeburg Water Bridge
Šiaurinis juodasis ragasnapis	Oriental pied hornbill
Kerulenas	Kherlen River
Mažosios Azijos angis	Vipera xanthina
Marijos Legionas	Legion of Mary
Fareriška virtuvė	Faroese cuisine
Ragvabaliai	Dynastinae
Nočnyje Snaipery	Nochniye Snaiperi
Notitia Dignitatum	Notitia Dignitatum
Viesytė	Viesīte
Slovėnijos futbolo supertaurė	Slovenian Supercup
Rodė	Rhode (mythology)
Arena Khimki	Arena Khimki
Mamprusiai	Mamprusi people
Gençlerbirliği SK Ankara	Gençlerbirliği S.K.
Estonian Air	Estonian Air
Vilja Realis	Villa Real, Buenos Aires
Arena Pantanal	Arena Pantanal
UEFA čempionų taurė 1980–1981 m.	1980–81 European Cup
Chmelnickio sukilimas	Khmelnytsky Uprising
Paprastasis ausuonis	Mopane
Arena da Amazônia	Arena da Amazônia
Teen Angels	Teen Angels
Malaita	Malaita
Europos žaidynės	European Games
Arenalis	Arenal Volcano
Japonijos komunistų partija	Japanese Communist Party
Kirmėliniai unguriukai	Moringuidae
Nuva	Nüwa
Arenas Club de Getxo	Arenas Club de Getxo
Ivanas Leonidovas	Ivan Leonidov
Kirgizijos istorija	History of Kyrgyzstan
Izraelio futbolo asociacija	Israel Football Association
Tedis (filmas)	Ted (film)
PT-76	PT-76
Kryžkelės	Crossroads (2002 film)
Leviratas	Levirate marriage
UEFA mugių taurė 1960–1961 m.	1960–61 Inter-Cities Fairs Cup
Pakilimo kampas	Elevation (ballistics)
Žmogus mirė (filmas)	The Outside Man
Saab 17	Saab 17
Omė	Om River
Jojimas 2008 m. vasaros olimpinėse žaidynėse	Equestrian at the 2008 Summer Olympics
Žabariškės	Zaboryszki
Jeff Richmond	Jeff Richmond
Mucu	Mutsu, Aomori
Vrbania	Vrbanja (river)
Kurajošis	Kurayoshi, Tottori
Kodru	Codru, Moldova
Lodianas	Lothian
Miasas (upė)	Miass River
Gardonis	Gárdony
Lomas de Samora	Lomas de Zamora
Deus Ex: Human Revolution	Deus Ex: Human Revolution
Chirdlanas	Xırdalan
About a Girl (Nirvana daina)	About a Girl (Nirvana song)
Rytų Folklandas	East Falkland
Burgundijos grafystė	County of Burgundy
Amaro debiutas	Amar Opening
Čoiras	Choir, Mongolia
Shanghai Masters	Shanghai Masters (snooker)
Pats baisiausias filmas 2	Scary Movie 2
Areolė	Areole
Hillsborough Stadium	Hillsborough Stadium
Kelyje po Europą	EuroTrip
Šonai	Shona people
Unguruodegiai šamai	Eeltail catfish
Limono provincija	Limón Province
Peltsama	Põltsamaa
Uolinis kalviukas	Eurasian rock pipit
Estadio Río Parapití	Monumental Río Parapití
Utra	Otra
UEFA čempionų taurė 1975–1976 m.	1975–76 European Cup
UEFA čempionų taurė 1981–1982 m.	1981–82 European Cup
UEFA čempionų taurė 1968–1969 m.	1968–69 European Cup
UEFA čempionų taurė 1982–1983 m.	1982–83 European Cup
Atafu	Atafu
UEFA čempionų taurė 1978–1979 m.	1978–79 European Cup
Budapesti Előre SE	BKV Előre SC
Kazachstano futbolo varžybos 1997–1998 m.	1997 Kazakhstan Premier League
UEFA čempionų taurė 1984–1985 m.	1984–85 European Cup
Permetis	Përmet
Vėžliablakės	Scutelleridae
UEFA čempionų taurė 1973–1974 m.	1973–74 European Cup
Palestinos herbas	Coat of arms of Palestine
Albanijos socialistų partija	Socialist Party of Albania
UEFA čempionų taurė 1972–1973 m.	1972–73 European Cup
Gran Preri	Grande Prairie
Japoninė stinta	Ayu
UEFA čempionų taurė 1974–1975 m.	1974–75 European Cup
Europos olimpiniai komitetai	European Olympic Committees
Hiudiksvalis	Hudiksvall
Zėmano-Doplerio metodas	Zeeman–Doppler imaging
Jimmy Eat World	Jimmy Eat World
Koromoto Dievo Motina	Our Lady of Coromoto
1988 metų JAV prezidento rinkimai	United States presidential election, 1988
Torkai	Torkil
FC Dila Gori	FC Dila Gori
Tola	Tuul River
San Tomės ir Prinsipės vyrų futbolo rinktinė	São Tomé and Príncipe national football team
Arūnas Visockas (1965)	Arūnas Visockas
Viktorijos rojaus paukštis	Victoria's riflebird
Nuevitasas	Nuevitas
FK Volga Nižnij Novgorod	FC Volga Nizhny Novgorod
Denizlispor	Denizlispor
Tabora	Tabora
Sent Kitso ir Nevio herbas	Coat of arms of Saint Kitts and Nevis
Salemos	Xenistius
Behbehanas	Behbahan
2011 m. Europos iki 23 metų lengvosios atletikos čempionatas	2011 European Athletics U23 Championships
Sioni Bolnisi	FC Sioni Bolnisi
Bagdado baterija	Baghdad Battery
Žolė	Grass
Eivinas Zagurskas	Eivinas Zagurskas
Vėjažuvė	Garfish
Bulgarijos futbolo varžybos 1926 m.	1926 Bulgarian State Football Championship
Pagėgiai	Pagėgiai
Šuštaras	Shushtar
Bandare Torkemanas	Bandar Torkaman
Eduskunta	Parliament of Finland
PFK Slaviâ Sofiâ	PFC Slavia Sofia
Suomen virallinen lista	The Official Finnish Charts
Aretusa	Arethusa (mythology)
Kefalas	Cephalus
Robertas Žulpa	Robertas Žulpa
Priešlaivinė raketa	Anti-ship missile
Sąrašas:Kipro miestai	List of cities in Cyprus
Source	Source (game engine)
Ipakarajus (miestas)	Ypacaraí
Departamentas	Department (country subdivision)
Kėdainių minaretas	Kėdainiai minaret
Farerų futbolo supertaurė	Faroe Islands Super Cup
Alikantės Lucentum	CB Lucentum Alicante
Mažažiotinės	Anostomidae
Berlyno ALBA	Alba Berlin
Žemė ir laisvė (filmas)	Land and Freedom
Mazovija	Mazovia
Aristide Bancé	Aristide Bancé
Paonis	Paoni
Sialkotas	Sialkot
Geležiai	Geležiai
Images and Words	Images and Words
Floresas (Buenos Airės)	Flores, Buenos Aires
Prancūzijos futbolo varžybos 2008–2009 m.	2008–09 Ligue 1
Derry Celtic FC	Derry Celtic F.C.
Torfainas	Torfaen
Veles Sarsfildas	Vélez Sársfield (barrio)
Norther	Norther
Talasas (Kirgizija)	Talas, Kyrgyzstan
Italijos futbolo varžybos 2005–2006 m.	2005–06 Serie A
Anglijos herbas	Royal Arms of England
Skaržyskas-Kamena	Skarżysko-Kamienna
Karšis (miestas)	Qarshi
Činandegos departamentas	Chinandega Department
Ispanijos futbolo varžybos 1998–1999 m.	1998–99 La Liga
Italijos futbolo varžybos 1995–1996 m.	1995–96 Serie A
Užbaikalė	Transbaikal
Centrinė bendrosios informacijos direkcija	Direction centrale des renseignements généraux
Mamu	Mamou
Inka	Major Mitchell's cockatoo
Han	Han
Kalmar FF	Kalmar FF
1972 metų JAV prezidento rinkimai	United States presidential election, 1972
Reibelio kulkosvaidis	Reibel machine gun
Maltos futbolo varžybos 1990–1991 m.	1990–91 Maltese Premier League
Tikrieji elniai	Cervus
Motyvacija	Motivation
Alokazija	Alocasia
Helas	Hel (location)
Sąrašas:NBA metų naujokai	NBA Rookie of the Year Award
Kurunta	Kurunta (god)
Mentavajai	Mentawai people
Dodge Viper	Dodge Viper
Havajų gitara	Lap steel guitar
Plačiasnukis kaimanas	Broad-snouted caiman
Ford EXP	Ford EXP
Akershuso pilis	Akershus Fortress
Rudieji pelėnai	Red-backed vole
Golvėjaus Nacionalinis Airijos universitetas	National University of Ireland, Galway
Japonijos partijos	List of political parties in Japan
Krugersdorpas	Krugersdorp
Peter, Sue & Marc	Peter, Sue and Marc
Mordų valsčius	Gmina Mordy
Vatikano valstybės sekretoriatas	Secretariat of State (Holy See)
Projektas: Bleiro ragana	The Blair Witch Project
Bolonjinas	Bolognino
Suomijos futbolo varžybos 2001 m.	2001 Veikkausliiga
Aviacijos sportas	Air sports
Portmoras	Portmore, Jamaica
Ondava	Ondava
Kamieničnė	Kamieniczne
Chunino provincija	Junín Province
Maltos futbolo varžybos 1978–1979 m.	1978–79 Maltese Premier League
Deus Ex	Deus Ex
Mongu	Mongu
Aržansas (upė)	Argens
Tarbagatajaus prefektūra	Tacheng Prefecture
Trijų devynetų draugija	Triple Nine Society
Čamos apskritis	Chama District
Kazimežuvas (Stočeko valsčius)	Kazimierzów, Gmina Stoczek
1896 m. pasaulio šachmatų čempionatas	World Chess Championship 1897
Gvazdikinis serentis	Tagetes patula
Kanados ginkluotosios pajėgos	Canadian Armed Forces
Teisinis pozityvizmas	Legal positivism
Kinų kvartalas (filmas)	Chinatown (1974 film)
Pelno mokestis	Corporate tax
Panamos įlanka	Gulf of Panama
Vongrovecas	Wągrowiec
Kankuzo provincija	Cankuzo Province
Bužumbūros kaimiškoji provincija	Bujumbura Rural Province
Pušinis kryžiasnapis	Parrot crossbill
Muskusiniai baltadančiai kirstukai	Suncus
Eufrazijaus bazilika	Euphrasian Basilica
Neoarchėjus	Neoarchean
I pasaulio krepšinio čempionatas	1950 FIBA World Championship
Ištikimasis sodininkas	The Constant Gardener (film)
Byloto sala	Bylot Island
Logonė	Logone River
Argentėjas	Argenteus
65 (skaičius)	65 (number)
Boeing VC-25	Boeing VC-25
Suražo valsčius	Gmina Suraż
Bursitas	Bursitis
Vitaly Potapenko	Vitaly Potapenko
Tarptautinis Mošoešoe I oro uostas	Moshoeshoe I International Airport
Gilles Augustin Binya	Gilles Binya
Kiauliasnukės lūpažuvės	Bodianus
Vengrijos futbolo varžybos 1963 m.	1963 Nemzeti Bajnokság I
Longfordas	Longford
Augustenborgas	Augustenborg, Denmark
Vengrijos futbolo varžybos 1960–1961 m.	1960–61 Nemzeti Bajnokság I
Žolės riedulys olimpinėse žaidynėse	Field hockey at the Summer Olympics
ING Group	ING Group
Imperatyvinis mandatas	Imperative mandate
