Afrik	Africa
Mark Wise	Mark B. Wise
Riverhead, New York	Riverhead (town), New York
Naphtali	Naphtali
Monte Plata (provens)	Monte Plata Province
Shoreham, Vermont	Shoreham, Vermont
Alar Toomre	Alar Toomre
Siles (Jaén)	Siles, Spain
Dewey-Humboldt, Arizona	Dewey-Humboldt, Arizona
Chatham, Massachusetts	Chatham, Massachusetts
Berrocal (Huelva)	Berrocal
El Seibo	El Seibo Province
Hugo, Oklahoma	Hugo, Oklahoma
Valverde	Valverde Province
Santa Elena (Jaén)	Santa Elena, Spain
Rezo alimantè	Food web
Hawthorne, Nevada	Hawthorne, Nevada
Atalissa, Iowa	Atalissa, Iowa
Ponca City, Oklahoma	Ponca City, Oklahoma
Gautier, Mississippi	Gautier, Mississippi
Winter Haven, Florid	Winter Haven, Florida
Bay Saint Louis, Mississippi	Bay St. Louis, Mississippi
Greenwood, Indiana	Greenwood, Indiana
Pella, Iowa	Pella, Iowa
Happy Valley, Oregon	Happy Valley, Oregon
Goshen, Indiana	Goshen, Indiana
Aredale, Iowa	Aredale, Iowa
Gladstone, Oregon	Gladstone, Oregon
Lena, Ilinwa	Lena, Illinois
Franklin, Kentucky	Franklin, Kentucky
Walsenburg, Kolorado	Walsenburg, Colorado
Raymond, Mississippi	Raymond, Mississippi
New Albany, Mississippi	New Albany, Mississippi
Berne, Indiana	Berne, Indiana
Aumsville, Oregon	Aumsville, Oregon
Mamaroneck, New York	Mamaroneck, New York
Junction City, Kansas	Junction City, Kansas
Decorah, Iowa	Decorah, Iowa
Plim kontou	Pennaceous feather
Onawa, Iowa	Onawa, Iowa
Josue Mayard	Josué Mayard
Doral, Florid	Doral, Florida
Telofaz	Telophase
Kouts, Indiana	Kouts, Indiana
Winslow, Ilinwa	Winslow, Illinois
Libertyville, Ilinwa	Libertyville, Illinois
Stockholm, Dakota disid	Stockholm, South Dakota
Windsor, Connecticut	Windsor, Connecticut
Mount Zion, Ilinwa	Mount Zion, Illinois
Shady Point, Oklahoma	Shady Point, Oklahoma
Plymouth, Vermont	Plymouth, Vermont
Louisville, Ilinwa	Louisville, Illinois
Allenville, Ilinwa	Allenville, Illinois
Lyndeborough, New Hampshire	Lyndeborough, New Hampshire
Milton, Vermont	Milton, Vermont
Stanton Hales	R. Stanton Hales
1969 (menm non)	1969 (disambiguation)
Oscar Sala	Oscar Sala
West Branch, Iowa	West Branch, Iowa
Saint Francis, Maine	St. Francis, Maine
Tutwiler, Mississippi	Tutwiler, Mississippi
Lake Bluff, Ilinwa	Lake Bluff, Illinois
Landaff, New Hampshire	Landaff, New Hampshire
South Barrington, Ilinwa	South Barrington, Illinois
William White	William White
Laskawobas (komin)	Lascahobas
Lawrence, Indiana	Lawrence, Indiana
Vòlkan kòn sann	Cinder cone
Latta, Kawolin disid	Latta, South Carolina
Satartia, Mississippi	Satartia, Mississippi
Waynesfield, Ohio	Waynesfield, Ohio
Portland, Indiana	Portland, Indiana
Powo	Leek
Crestwood, Ilinwa	Crestwood, Illinois
Lewisport, Kentucky	Lewisport, Kentucky
McCool, Mississippi	McCool, Mississippi
Davis, Ilinwa	Davis, Illinois
Laurent Siebenmann	Laurent C. Siebenmann
Lenox, Iowa	Lenox, Iowa
Coburg, Iowa	Coburg, Iowa
Cotton Valley, Lwizyana	Cotton Valley, Louisiana
Banner Elk, Kawolin dinò	Banner Elk, North Carolina
Wingo, Kentucky	Wingo, Kentucky
Keyes, Oklahoma	Keyes, Oklahoma
Lamar, Nebraska	Lamar, Nebraska
Fountain Lake, Arkansas	Fountain Lake, Arkansas
Austin, Indiana	Austin, Indiana
Union, Kawolin disid	Union, South Carolina
Lebanon, Maine	Lebanon, Maine
Worthington, Iowa	Worthington, Iowa
Dartmouth, Massachusetts	Dartmouth, Massachusetts
Fulton, Mississippi	Fulton, Mississippi
Gilbert, Lwizyana	Gilbert, Louisiana
Leedey, Oklahoma	Leedey, Oklahoma
Summitville, Ohio	Summitville, Ohio
Minerva, Ohio	Minerva, Ohio
McArthur, Ohio	McArthur, Ohio
Perry, Ohio	Perry, Ohio
Mount Orab, Ohio	Mount Orab, Ohio
Westmont, Ilinwa	Westmont, Illinois
Montpelier, Ohio	Montpelier, Ohio
Morral, Ohio	Morral, Ohio
Mundelein, Ilinwa	Mundelein, Illinois
Melodians	The Melodians
Oviedo, Florid	Oviedo, Florida
Murray, Iowa	Murray, Iowa
Marshall, Oklahoma	Marshall, Oklahoma
Glenview Hills, Kentucky	Glenview Hills, Kentucky
Turner, Oregon	Turner, Oregon
Chalmers, Indiana	Chalmers, Indiana
Ellijay, Georgie	Ellijay, Georgia
North Buena Vista, Iowa	North Buena Vista, Iowa
Shalimar, Florid	Shalimar, Florida
Hanska, Minnesota	Hanska, Minnesota
Luverne, Minnesota	Luverne, Minnesota
Willow River, Minnesota	Willow River, Minnesota
Milbank, Dakota disid	Milbank, South Dakota
Sikui	Electronic circuit
Flowery Branch, Georgie	Flowery Branch, Georgia
Kersey, Kolorado	Kersey, Colorado
Lehigh, Kansas	Lehigh, Kansas
French Settlement, Lwizyana	French Settlement, Louisiana
Auburn, Kansas	Auburn, Kansas
Minster, Ohio	Minster, Ohio
Nyack, New York	Nyack, New York
Spencer, Ohio	Spencer, Ohio
Tonka Bay, Minnesota	Tonka Bay, Minnesota
Malvern, Ohio	Malvern, Ohio
Maynardville, Tennessee	Maynardville, Tennessee
Pemberville, Ohio	Pemberville, Ohio
Lordstown, Ohio	Lordstown, Ohio
Oak Harbor, Ohio	Oak Harbor, Ohio
Mariemont, Ohio	Mariemont, Ohio
Lockbourne, Ohio	Lockbourne, Ohio
Oakland City, Indiana	Oakland City, Indiana
Plain City, Ohio	Plain City, Ohio
Hazleton, Iowa	Hazleton, Iowa
Rockvale, Kolorado	Rockvale, Colorado
Apple Creek, Ohio	Apple Creek, Ohio
Lubec, Maine	Lubec, Maine
McIntyre, Georgie	McIntyre, Georgia
Garvin, Oklahoma	Garvin, Oklahoma
Rodessa, Lwizyana	Rodessa, Louisiana
San Luis, Pinar del Rio	San Luis, Pinar del Río
North Fairfield, Ohio	North Fairfield, Ohio
Lewellen, Nebraska	Lewellen, Nebraska
Soper, Oklahoma	Soper, Oklahoma
Science Hill, Kentucky	Science Hill, Kentucky
Oxford, Kansas	Oxford, Kansas
Waco, Kawolin dinò	Waco, North Carolina
Leo Harrington	Leo Harrington
La Paz, Indiana	La Paz, Indiana
Leon Ehrenpreis	Leon Ehrenpreis
Neville, Ohio	Neville, Ohio
Williston, Vermont	Williston, Vermont
Natiruts	Natiruts
Leonida Tonelli	Leonida Tonelli
Kingston, Ohio	Kingston, Ohio
Madison Lake, Minnesota	Madison Lake, Minnesota
Johnsburg, Ilinwa	Johnsburg, Illinois
Forsyth, Georgie	Forsyth, Georgia
Concord, Nebraska	Concord, Nebraska
Dorchester, Nebraska	Dorchester, Nebraska
Werner Fenchel	Werner Fenchel
Riceville, Iowa	Riceville, Iowa
Davis City, Iowa	Davis City, Iowa
Lucedale, Mississippi	Lucedale, Mississippi
Wheelock, Vermont	Wheelock, Vermont
Fontanelle, Iowa	Fontanelle, Iowa
Cornelius, Oregon	Cornelius, Oregon
Zeb, Oklahoma	Zeb, Oklahoma
Carlos, Minnesota	Carlos, Minnesota
Bird Island, Minnesota	Bird Island, Minnesota
Spearville, Kansas	Spearville, Kansas
Saint James, Minnesota	St. James, Minnesota
Casselberry, Florid	Casselberry, Florida
Parachute, Kolorado	Parachute, Colorado
Manly, Iowa	Manly, Iowa
Wakarusa, Indiana	Wakarusa, Indiana
Goff, Kansas	Goff, Kansas
Villages at Mount Hood, Oregon	Mount Hood Village, Oregon
Darlington, Missouri	Darlington, Missouri
Eloi Metullus	Eloi Metullus
Destin Destine	Destin Destine
Ludovic Augustin	Ludovic Augustin
Belle Plaine, Kansas	Belle Plaine, Kansas
Manalapan, Florid	Manalapan, Florida
Ludovic Valborge	Ludovic Valborge
Malin, Oregon	Malin, Oregon
Lincoln Wolfenstein	Lincoln Wolfenstein
Bicknell, Indiana	Bicknell, Indiana
Nicoma Park, Oklahoma	Nicoma Park, Oklahoma
Fort Cobb, Oklahoma	Fort Cobb, Oklahoma
Eldorado, Oklahoma	Eldorado, Oklahoma
Fenton, Lwizyana	Fenton, Louisiana
Winstonville, Mississippi	Winstonville, Mississippi
Bowlegs, Oklahoma	Bowlegs, Oklahoma
Havana, Kansas	Havana, Kansas
Spring Grove, Ilinwa	Spring Grove, Illinois
Mapleton, Ilinwa	Mapleton, Illinois
Gardner, Massachusetts	Gardner, Massachusetts
Millcreek, Utah	Millcreek, Utah
Athol, Kansas	Athol, Kansas
Hiawatha, Kansas	Hiawatha, Kansas
Nevada, Ohio	Nevada, Ohio
Breckenridge, Oklahoma	Breckenridge, Oklahoma
Allendale, Ilinwa	Allendale, Illinois
Bancroft, Iowa	Bancroft, Iowa
Slaughters, Kentucky	Slaughters, Kentucky
Crystal Lake, Iowa	Crystal Lake, Iowa
Scottsville, Kansas	Scottsville, Kansas
Story City, Iowa	Story City, Iowa
Fowler, Kolorado	Fowler, Colorado
Dorothy Jones	Nida Blanca
Kirtland Hills, Ohio	Kirtland Hills, Ohio
Colesburg, Iowa	Colesburg, Iowa
Pelion, Kawolin disid	Pelion, South Carolina
Gilliam, Lwizyana	Gilliam, Louisiana
Tontogany, Ohio	Tontogany, Ohio
Hopkins Park, Ilinwa	Hopkins Park, Illinois
Sánchez Ramírez	Sánchez Ramírez Province
Hickory Flat, Mississippi	Hickory Flat, Mississippi
West Mansfield, Ohio	West Mansfield, Ohio
Turtle River, Minnesota	Turtle River, Minnesota
Matfield Green, Kansas	Matfield Green, Kansas
Kenton, Tennessee	Kenton, Tennessee
Mound, Lwizyana	Mound, Louisiana
Proctor, Minnesota	Proctor, Minnesota
Ashland, Mississippi	Ashland, Mississippi
Perrysville, Indiana	Perrysville, Indiana
Battle Lake, Minnesota	Battle Lake, Minnesota
Smolan, Kansas	Smolan, Kansas
Holiday Hills, Ilinwa	Holiday Hills, Illinois
Irene, Dakota disid	Irene, South Dakota
Lisbon, Ilinwa	Lisbon, Illinois
Gunnison, Mississippi	Gunnison, Mississippi
Lincoln Center, Kansas	Lincoln Center, Kansas
Star Prairie, Wisconsin	Star Prairie, Wisconsin
Falcon, Mississippi	Falcon, Mississippi
Lisbon, Iowa	Lisbon, Iowa
Lowden, Iowa	Lowden, Iowa
Spivey, Kansas	Spivey, Kansas
Port Allen, Lwizyana	Port Allen, Louisiana
Deepstep, Georgie	Deepstep, Georgia
Fairfield, Nebraska	Fairfield, Nebraska
Askov, Minnesota	Askov, Minnesota
Hypoluxo, Florid	Hypoluxo, Florida
North Washington, Iowa	North Washington, Iowa
Munden, Kansas	Munden, Kansas
Isle of Palms, Kawolin disid	Isle of Palms, South Carolina
Smithboro, Ilinwa	Smithboro, Illinois
Angola, New York	Angola, New York
Alto, Georgie	Alto, Georgia
Waterbury, Nebraska	Waterbury, Nebraska
Lee, Ilinwa	Lee, Illinois
Norcross, Minnesota	Norcross, Minnesota
Catawba, Ohio	Catawba, Ohio
Belvidere, Dakota disid	Belvidere, South Dakota
Baron Moulton	John Fletcher Moulton, Baron Moulton
Darmstadt, Indiana	Darmstadt, Indiana
Osgood, Ohio	Osgood, Ohio
Marks, Mississippi	Marks, Mississippi
State Line, Mississippi	State Line, Mississippi
Hinton, Iowa	Hinton, Iowa
Marked Tree, Arkansas	Marked Tree, Arkansas
Waverly Hall, Georgie	Waverly Hall, Georgia
Riley, Indiana	Riley, Indiana
Laurel, Iowa	Laurel, Iowa
Optima, Oklahoma	Optima, Oklahoma
Wadsworth, Nevada	Wadsworth, Nevada
Riceboro, Georgie	Riceboro, Georgia
Adrian, Oregon	Adrian, Oregon
Water Valley, Kentucky	Water Valley, Kentucky
Shellsburg, Iowa	Shellsburg, Iowa
Nisland, Dakota disid	Nisland, South Dakota
Reading, Ohio	Reading, Ohio
Unionville, Iowa	Unionville, Iowa
Arispe, Iowa	Arispe, Iowa
Skidaway Island, Georgie	Skidaway Island, Georgia
Piperton, Tennessee	Piperton, Tennessee
Princeville, Ilinwa	Princeville, Illinois
Mineral City, Ohio	Mineral City, Ohio
Huntland, Tennessee	Huntland, Tennessee
Del Norte, Kolorado	Del Norte, Colorado
Albion, Oklahoma	Albion, Oklahoma
Tennessee Ridge, Tennessee	Tennessee Ridge, Tennessee
Tazewell, Tennessee	Tazewell, Tennessee
Allendale, Kawolin disid	Allendale, South Carolina
Strasburg, Ohio	Strasburg, Ohio
Bagley, Wisconsin	Bagley, Wisconsin
Arnoldsville, Georgie	Arnoldsville, Georgia
Lookout Mountain, Tennessee	Lookout Mountain, Tennessee
Lakeline, Ohio	Lakeline, Ohio
Savanèt (komin)	Savanette
Fort Towson, Oklahoma	Fort Towson, Oklahoma
Carrollton, Georgie	Carrollton, Georgia
Mackenzie, Missouri	Mackenzie, Missouri
Boswell, Oklahoma	Boswell, Oklahoma
Flat Rock, Ilinwa	Flat Rock, Illinois
Social Circle, Georgie	Social Circle, Georgia
Newcastle, Maine	Newcastle, Maine
Brook, Indiana	Brook, Indiana
Audubon, Minnesota	Audubon, Minnesota
Porterdale, Georgie	Porterdale, Georgia
Ryland Heights, Kentucky	Ryland Heights, Kentucky
Ivanhoe, Minnesota	Ivanhoe, Minnesota
Milan, Tennessee	Milan, Tennessee
Pretty Prairie, Kansas	Pretty Prairie, Kansas
Santa Claus, Indiana	Santa Claus, Indiana
Clayton, Lwizyana	Clayton, Louisiana
Lake Lillian, Minnesota	Lake Lillian, Minnesota
Lyons, Ilinwa	Lyons, Illinois
Galva, Kansas	Galva, Kansas
Bexley, Ohio	Bexley, Ohio
Dakota, Minnesota	Dakota, Minnesota
Mamou, Lwizyana	Mamou, Louisiana
Suwanee, Georgie	Suwanee, Georgia
Peter Whittle	Peter Whittle
Auburn, Georgie	Auburn, Georgia
Cornelia, Georgie	Cornelia, Georgia
Grainfield, Kansas	Grainfield, Kansas
Wartburg, Tennessee	Wartburg, Tennessee
Hurstbourne, Kentucky	Hurstbourne, Kentucky
Cobden, Ilinwa	Cobden, Illinois
Prescott, Kansas	Prescott, Kansas
May, Oklahoma	May, Oklahoma
Farmersburg, Iowa	Farmersburg, Iowa
Altamont, Tennessee	Altamont, Tennessee
Valparaiso, Nebraska	Valparaiso, Nebraska
Bristol, Dakota disid	Bristol, South Dakota
Grundy Center, Iowa	Grundy Center, Iowa
Kell, Ilinwa	Kell, Illinois
Tryon, Oklahoma	Tryon, Oklahoma
Fort Recovery, Ohio	Fort Recovery, Ohio
Mountain View, Oklahoma	Mountain View, Oklahoma
Marion, Dakota disid	Marion, South Dakota
Saint Augustine Beach, Florid	St. Augustine Beach, Florida
Jeffersonville, Ilinwa	Jeffersonville, Illinois
Mauro Picone	Mauro Picone
Hillsboro, Kansas	Hillsboro, Kansas
Turon, Kansas	Turon, Kansas
Selma, Indiana	Selma, Indiana
Brewster, Minnesota	Brewster, Minnesota
Atlanta, Kansas	Atlanta, Kansas
Villa Park, Ilinwa	Villa Park, Illinois
Troy, Kansas	Troy, Kansas
Ruskin, Nebraska	Ruskin, Nebraska
Livonia, Lwizyana	Livonia, Louisiana
Hoberg, Missouri	Hoberg, Missouri
Pickens, Kawolin disid	Pickens, South Carolina
Wathena, Kansas	Wathena, Kansas
Philomath, Oregon	Philomath, Oregon
De Graff, Minnesota	De Graff, Minnesota
Hunters Hollow, Kentucky	Hunters Hollow, Kentucky
Tushka, Oklahoma	Tushka, Oklahoma
Hull, Iowa	Hull, Iowa
Pleasant Dale, Nebraska	Pleasant Dale, Nebraska
Eden Valley, Minnesota	Eden Valley, Minnesota
Mellette, Dakota disid	Mellette, South Dakota
Romaren	Rosmarinus
Twin Oaks, Missouri	Twin Oaks, Missouri
Strathcona, Minnesota	Strathcona, Minnesota
Hindsboro, Ilinwa	Hindsboro, Illinois
Scooba, Mississippi	Scooba, Mississippi
Farragut, Iowa	Farragut, Iowa
Everest, Kansas	Everest, Kansas
Readlyn, Iowa	Readlyn, Iowa
Roanoke, Indiana	Roanoke, Indiana
Quesada (Jaén)	Quesada, Spain
Stickney, Dakota disid	Stickney, South Dakota
Gulf Stream, Florid	Gulf Stream, Florida
Hollow Creek, Kentucky	Hollow Creek, Kentucky
Crawford, Mississippi	Crawford, Mississippi
Odell, Nebraska	Odell, Nebraska
Strawn, Ilinwa	Strawn, Illinois
Ford, Kansas	Ford, Kansas
Oketo, Kansas	Oketo, Kansas
Shuqualak, Mississippi	Shuqualak, Mississippi
Lockington, Ohio	Lockington, Ohio
Noxapater, Mississippi	Noxapater, Mississippi
Minneiska, Minnesota	Minneiska, Minnesota
Clifton, Ohio	Clifton, Ohio
Bonaparte, Iowa	Bonaparte, Iowa
Douglas, Oklahoma	Douglas, Oklahoma
Elburn, Ilinwa	Elburn, Illinois
New Hampton, Iowa	New Hampton, Iowa
Barton, Vermont	Barton, Vermont
Lonerock, Oregon	Lonerock, Oregon
Society Hill, Kawolin disid	Society Hill, South Carolina
Old Washington, Ohio	Old Washington, Ohio
Elberton, Georgie	Elberton, Georgia
Monterey, Tennessee	Monterey, Tennessee
Wright, Minnesota	Wright, Minnesota
Sterling, Kansas	Sterling, Kansas
Le Flore, Oklahoma	Le Flore, Oklahoma
Bridport, Vermont	Bridport, Vermont
Sandersville, Mississippi	Sandersville, Mississippi
Clive, Iowa	Clive, Iowa
Ironton, Minnesota	Ironton, Minnesota
Bristol, Vermont	Bristol, Vermont
Halstead, Kansas	Halstead, Kansas
South Zanesville, Ohio	South Zanesville, Ohio
Burket, Indiana	Burket, Indiana
Kit Carson, Kolorado	Kit Carson, Colorado
Buckhorn, Kentucky	Buckhorn, Kentucky
McLean, Ilinwa	McLean, Illinois
Dow City, Iowa	Dow City, Iowa
Spencerville, Ohio	Spencerville, Ohio
Lucio Russo	Lucio Russo
Saint Anne, Ilinwa	St. Anne, Illinois
Carolina Henriette Mac Gillavry	Carolina Henriette Mac Gillavry
Garvin, Minnesota	Garvin, Minnesota
Kempton, Ilinwa	Kempton, Illinois
Cornwall, Vermont	Cornwall, Vermont
Jamestown, Kolorado	Jamestown, Colorado
Westville, Ilinwa	Westville, Illinois
Ferrisburg, Vermont	Ferrisburgh, Vermont
Buckeye, Iowa	Buckeye, Iowa
Mill Shoals, Ilinwa	Mill Shoals, Illinois
Isle, Minnesota	Isle, Minnesota
Goshen, Vermont	Goshen, Vermont
Haviland, Kansas	Haviland, Kansas
Bismarck, Ilinwa	Bismarck, Illinois
Courtland, Mississippi	Courtland, Mississippi
Pascola, Missouri	Pascola, Missouri
Granville, Vermont	Granville, Vermont
Braman, Oklahoma	Braman, Oklahoma
Arthur, Ilinwa	Arthur, Illinois
Savannah, Tennessee	Savannah, Tennessee
Boelus, Nebraska	Howard City, Nebraska
Leicester, Vermont	Leicester, Vermont
Polk, Ohio	Polk, Ohio
Brookville, Kansas	Brookville, Kansas
Luther Eisenhart	Luther P. Eisenhart
Balaton, Minnesota	Balaton, Minnesota
Cankton, Lwizyana	Cankton, Louisiana
Lwa	LWA
Milford, Ilinwa	Milford, Illinois
New Cordell, Oklahoma	New Cordell, Oklahoma
Lynnville, Ilinwa	Lynnville, Illinois
Lynbrook, New York	Lynbrook, New York
Lyndon, Ilinwa	Lyndon, Illinois
Washington, Oklahoma	Washington, Oklahoma
Woodhull, Ilinwa	Woodhull, Illinois
Potosi, Wisconsin	Potosi, Wisconsin
Mudumbai Seshachalu Narasimhan	M. S. Narasimhan
Tomonn (komin)	Thomonde
Vining, Minnesota	Vining, Minnesota
Franklin, Iowa	Franklin, Iowa
Arcade, Georgie	Arcade, Georgia
Roaming Shores, Ohio	Roaming Shores, Ohio
Bartonville, Ilinwa	Bartonville, Illinois
Chattanooga, Oklahoma	Chattanooga, Oklahoma
Barnard, Kansas	Barnard, Kansas
Barada, Nebraska	Barada, Nebraska
Kòwòs	Acrocomia aculeata
Herman, Minnesota	Herman, Minnesota
Cambridge City, Indiana	Cambridge City, Indiana
Tarnov, Nebraska	Tarnov, Nebraska
Lake Helen, Florid	Lake Helen, Florida
Pòdpè (awondisman)	Port-de-Paix Arrondissement
Perry, Kawolin disid	Perry, South Carolina
Kiron, Iowa	Kiron, Iowa
Madison, Ohio	Madison, Ohio
Daisy, Georgie	Daisy, Georgia
Orestes, Indiana	Orestes, Indiana
Harbor, Oregon	Harbor, Oregon
East Bethel, Minnesota	East Bethel, Minnesota
Crosslake, Minnesota	Crosslake, Minnesota
Estill Springs, Tennessee	Estill Springs, Tennessee
Morton, Minnesota	Morton, Minnesota
Cedar Rapids, Wisconsin	Cedar Rapids, Wisconsin
Clearfield, Wisconsin	Clearfield, Wisconsin
Dexter, Wisconsin	Dexter, Wisconsin
Eileen, Wisconsin	Eileen, Wisconsin
Delta, Wisconsin	Delta, Wisconsin
Dairyland, Wisconsin	Dairyland, Wisconsin
Edgewater, Wisconsin	Edgewater, Wisconsin
Caswell, Wisconsin	Caswell, Wisconsin
Crescent, Wisconsin	Crescent, Wisconsin
Clyde, Wisconsin	Clyde, Wisconsin
Cato, Wisconsin	Cato, Wisconsin
Courtland, Wisconsin	Courtland, Wisconsin
Chelsea, Wisconsin	Chelsea, Wisconsin
Draper, Wisconsin	Draper, Wisconsin
Eagle Point, Wisconsin	Eagle Point, Wisconsin
Clarno, Wisconsin	Clarno, Wisconsin
Dupont, Wisconsin	Dupont, Wisconsin
City Point, Wisconsin	City Point, Wisconsin
Diamond Bluff, Wisconsin	Diamond Bluff, Wisconsin
Drummond, Wisconsin	Drummond, Wisconsin
Medley, Florid	Medley, Florida
Goldfield, Iowa	Goldfield, Iowa
Cooks Valley, Wisconsin	Cooks Valley, Wisconsin
Cold Spring, Wisconsin	Cold Spring, Wisconsin
Dell Prairie, Wisconsin	Dell Prairie, Wisconsin
Dekorra, Wisconsin	Dekorra, Wisconsin
Granite, Oregon	Granite, Oregon
Harding, Wisconsin	Harding, Wisconsin
New Hope, Wisconsin	New Hope, Wisconsin
Gardner, Wisconsin	Gardner, Wisconsin
Marietta, Wisconsin	Marietta, Wisconsin
Nokomis, Wisconsin	Nokomis, Wisconsin
Magnolia, Wisconsin	Magnolia, Wisconsin
Medary, Wisconsin	Medary, Wisconsin
Irving, Wisconsin	Irving, Wisconsin
Namakagon, Wisconsin	Namakagon, Wisconsin
North Bend, Wisconsin	North Bend, Wisconsin
Carlton, Wisconsin	Carlton, Wisconsin
Maple Valley, Wisconsin	Maple Valley, Wisconsin
Oma, Wisconsin	Oma, Wisconsin
Land O' Lakes, Wisconsin	Land O' Lakes, Wisconsin
Franzen, Wisconsin	Franzen, Wisconsin
Morris, Wisconsin	Morris, Wisconsin
Elk, Wisconsin	Elk, Wisconsin
Martell, Wisconsin	Martell, Wisconsin
Milledgeville, Georgie	Milledgeville, Georgia
Kildare, Wisconsin	Kildare, Wisconsin
Finley, Wisconsin	Finley, Wisconsin
Nashville, Wisconsin	Nashville, Wisconsin
Garden Valley, Wisconsin	Garden Valley, Wisconsin
Elgin, Iowa	Elgin, Iowa
Curran, Wisconsin	Curran, Wisconsin
Navarino, Wisconsin	Navarino, Wisconsin
New Lyme, Wisconsin	New Lyme, Wisconsin
Ledgeview, Wisconsin	Ledgeview, Wisconsin
Cassel, Wisconsin	Cassel, Wisconsin
Montpelier, Wisconsin	Montpelier, Wisconsin
Monico, Wisconsin	Monico, Wisconsin
Fifield, Wisconsin	Fifield, Wisconsin
Manitowoc Rapids, Wisconsin	Manitowoc Rapids, Wisconsin
Henrietta, Wisconsin	Henrietta, Wisconsin
Gibraltar, Wisconsin	Gibraltar, Wisconsin
Concord, Kentucky	Concord, Kentucky
Kinnickinnic, Wisconsin	Kinnickinnic, Wisconsin
Gilmanton, Wisconsin	Gilmanton, Wisconsin
Fence, Wisconsin	Fence, Wisconsin
Jacobs, Wisconsin	Jacobs, Wisconsin
Moundville, Wisconsin	Moundville, Wisconsin
Ojibwa, Wisconsin	Ojibwa, Wisconsin
Humboldt, Wisconsin	Humboldt, Wisconsin
McMillan, Wisconsin	McMillan, Wisconsin
Newport, Wisconsin	Newport, Wisconsin
Marcellon, Wisconsin	Marcellon, Wisconsin
Lind, Wisconsin	Lind, Wisconsin
Milford, Wisconsin	Milford, Wisconsin
Nepeuskun, Wisconsin	Nepeuskun, Wisconsin
Molitor, Wisconsin	Molitor, Wisconsin
Lakewood, Wisconsin	Lakewood, Wisconsin
Eisenstein, Wisconsin	Eisenstein, Wisconsin
Ellington, Wisconsin	Ellington, Wisconsin
Tignall, Georgie	Tignall, Georgia
Maplehurst, Wisconsin	Maplehurst, Wisconsin
Emerald, Wisconsin	Emerald, Wisconsin
Northfield, Wisconsin	Northfield, Wisconsin
Norwood, Wisconsin	Norwood, Wisconsin
Hendren, Wisconsin	Hendren, Wisconsin
Kelly, Wisconsin	Kelly, Wisconsin
Mecan, Wisconsin	Mecan, Wisconsin
Millston, Wisconsin	Millston, Wisconsin
Mifflin, Wisconsin	Mifflin, Wisconsin
Maple Plain, Wisconsin	Maple Plain, Wisconsin
Glencoe, Wisconsin	Glencoe, Wisconsin
Linn, Wisconsin	Linn, Wisconsin
Newbold, Wisconsin	Newbold, Wisconsin
Hamlet, Kawolin dinò	Hamlet, North Carolina
Ludington, Wisconsin	Ludington, Wisconsin
Hackett, Wisconsin	Hackett, Wisconsin
Burnham, Ilinwa	Burnham, Illinois
Holway, Wisconsin	Holway, Wisconsin
Harris, Wisconsin	Harris, Wisconsin
Little Rice, Wisconsin	Little Rice, Wisconsin
La Prairie, Wisconsin	La Prairie, Wisconsin
Gibson, Wisconsin	Gibson, Wisconsin
Morrison, Wisconsin	Morrison, Wisconsin
Morse, Wisconsin	Morse, Wisconsin
Meeme, Wisconsin	Meeme, Wisconsin
Bowen, Ilinwa	Bowen, Illinois
Little Grant, Wisconsin	Little Grant, Wisconsin
Manitowish Waters, Wisconsin	Manitowish Waters, Wisconsin
Moscow, Wisconsin	Moscow, Wisconsin
Mountain, Wisconsin	Mountain, Wisconsin
Matteson, Wisconsin	Matteson, Wisconsin
New Diggings, Wisconsin	New Diggings, Wisconsin
North Lancaster, Wisconsin	North Lancaster, Wisconsin
Oasis, Wisconsin	Oasis, Wisconsin
Grow, Wisconsin	Grow, Wisconsin
Maple, Wisconsin	Maple, Wisconsin
Lorain, Wisconsin	Lorain, Wisconsin
Kickapoo, Wisconsin	Kickapoo, Wisconsin
Middle Inlet, Wisconsin	Middle Inlet, Wisconsin
Murry, Wisconsin	Murry, Wisconsin
Fulton, Wisconsin	Fulton, Wisconsin
Maxville, Wisconsin	Maxville, Wisconsin
Hale, Wisconsin	Hale, Wisconsin
Mukwa, Wisconsin	Mukwa, Wisconsin
Knowlton, Wisconsin	Knowlton, Wisconsin
Hammel, Wisconsin	Hammel, Wisconsin
Meteor, Wisconsin	Meteor, Wisconsin
Mosel, Wisconsin	Mosel, Wisconsin
Meadowbrook, Wisconsin	Meadowbrook, Wisconsin
Hoard, Wisconsin	Hoard, Wisconsin
Greenup, Ilinwa	Greenup, Illinois
Metomen, Wisconsin	Metomen, Wisconsin
Mead, Wisconsin	Mead, Wisconsin
Hay River, Wisconsin	Hay River, Wisconsin
Montrose, Wisconsin	Montrose, Wisconsin
Orienta, Wisconsin	Orienta, Wisconsin
Madge, Wisconsin	Madge, Wisconsin
Mitchell, Wisconsin	Mitchell, Wisconsin
Genesee, Wisconsin	Genesee, Wisconsin
Hazelhurst, Wisconsin	Hazelhurst, Wisconsin
Larrabee, Wisconsin	Larrabee, Wisconsin
Lynne, Wisconsin	Lynne, Wisconsin
Maple Creek, Wisconsin	Maple Creek, Wisconsin
Glenwood, Wisconsin	Glenwood, Wisconsin
Germania, Wisconsin	Germania, Wisconsin
Lowville, Wisconsin	Lowville, Wisconsin
